iteration,mean_tau,std_tau,mean_p,std_p
1.00000e+02,3.93239e+00,1.83543e+00,1.51599e+02,5.71298e+00
2.00000e+02,2.83512e+00,8.41187e-01,9.17056e+01,2.81830e+00
3.00000e+02,2.23912e+00,7.55709e-01,8.37893e+01,1.72353e+00
4.00000e+02,3.46119e+00,1.58769e+00,5.17530e+01,5.00647e+00
5.00000e+02,2.95059e+00,1.12450e+00,7.66740e+01,3.18840e+00
6.00000e+02,1.29260e+00,5.71082e-01,1.19358e+02,6.78699e-01
7.00000e+02,5.92857e-01,2.47702e-01,5.65056e+01,5.16965e-01
8.00000e+02,1.12884e+00,4.52520e-01,5.79708e+01,8.55254e-01
9.00000e+02,1.88195e+00,5.95154e-01,5.27202e+01,1.00400e+00
1.00000e+03,3.97387e-01,1.97415e-01,6.95997e+01,7.54095e-01
1.10000e+03,4.13609e-01,2.19669e-01,1.03428e+02,6.88713e-01
1.20000e+03,2.25547e-01,8.66248e-02,9.09718e+01,2.32434e-01
1.30000e+03,2.11592e-01,5.21107e-02,9.81976e+01,2.61823e-01
1.40000e+03,1.85997e-01,9.45160e-02,1.13623e+02,1.40752e-01
1.50000e+03,2.50329e-01,9.17285e-02,1.36625e+02,3.07322e-01
1.60000e+03,1.35555e-01,6.13779e-02,1.74582e+02,9.07982e-02
1.70000e+03,1.41357e-01,5.78917e-02,1.67931e+02,7.56977e-02
1.80000e+03,1.54709e-01,5.39158e-02,1.62868e+02,1.37734e-01
1.90000e+03,1.28598e-01,2.72865e-02,1.58377e+02,1.63837e-01
2.00000e+03,2.63507e-01,9.75551e-02,1.04916e+02,2.38511e-01
2.10000e+03,2.12251e-01,9.66019e-02,9.06817e+01,1.61242e-01
2.20000e+03,1.90788e-01,4.68271e-02,8.14804e+01,2.07479e-01
2.30000e+03,1.53173e-01,4.58927e-02,4.89474e+01,1.37955e-01
2.40000e+03,2.58724e-01,1.10344e-01,9.18073e+00,2.05060e-01
2.50000e+03,1.88690e-01,7.82566e-02,1.12049e+01,1.09528e-01
2.60000e+03,2.21405e-01,8.31832e-02,-1.20733e+01,1.71244e-01
2.70000e+03,1.30675e-01,7.19150e-02,-1.52868e+00,1.68886e-01
2.80000e+03,1.49985e-01,6.62027e-02,-3.03423e+01,1.01638e-01
2.90000e+03,1.72480e-01,5.75134e-02,-5.63969e+01,1.45267e-01
3.00000e+03,2.90477e-01,1.36248e-01,9.81118e+00,1.84987e-01
3.10000e+03,2.32220e-01,9.74480e-02,1.99593e-01,9.92467e-02
3.20000e+03,1.12683e-01,4.08118e-02,2.18471e+01,1.70134e-01
3.30000e+03,1.42394e-01,5.43776e-02,6.76196e+01,4.85691e-02
3.40000e+03,2.63505e-01,1.06685e-01,9.61449e+01,4.03394e-01
3.50000e+03,1.67021e-01,7.48916e-02,1.31841e+02,1.86851e-01
3.60000e+03,1.83803e-01,7.08704e-02,1.39813e+02,1.84050e-01
3.70000e+03,1.30791e-01,5.36439e-02,1.73831e+02,1.66044e-01
3.80000e+03,1.27696e-01,5.66739e-02,1.76563e+02,5.59866e-02
3.90000e+03,1.79248e-01,7.32387e-02,1.98027e+02,2.23498e-01
4.00000e+03,1.68352e-01,7.91804e-02,1.85887e+02,5.66652e-02
4.10000e+03,2.03880e-01,7.35940e-02,2.09337e+02,1.71867e-01
4.20000e+03,1.75695e-01,6.24606e-02,2.13449e+02,1.48156e-01
4.30000e+03,1.64057e-01,5.46805e-02,1.94580e+02,2.04566e-01
4.40000e+03,1.85143e-01,5.06981e-02,2.00831e+02,1.91315e-01
4.50000e+03,2.24003e-01,7.85959e-02,2.01927e+02,1.16587e-01
4.60000e+03,1.51343e-01,6.33949e-02,1.73834e+02,1.32729e-01
4.70000e+03,1.81677e-01,6.16942e-02,1.80271e+02,9.75897e-02
4.80000e+03,1.58831e-01,7.55671e-02,1.44490e+02,1.40416e-01
4.90000e+03,2.40606e-01,8.89468e-02,1.43599e+02,8.85936e-02
5.00000e+03,2.97955e-01,9.79210e-02,1.33071e+02,1.17875e-01
5.10000e+03,1.86169e-01,7.07980e-02,1.45159e+02,1.02916e-01
5.20000e+03,8.85086e-02,3.22640e-02,1.07206e+02,6.70979e-02
5.30000e+03,1.31351e-01,5.77809e-02,8.13309e+01,7.95803e-02
