iteration,mean_tau,std_tau,mean_p,std_p
1.00000e+02,3.86205e+00,1.79004e+00,2.72187e+02,5.61014e+00
2.00000e+02,4.05436e+00,1.12884e+00,2.20555e+02,4.03134e+00
3.00000e+02,3.51575e+00,1.04006e+00,1.74597e+02,4.20478e+00
4.00000e+02,3.88662e+00,1.69678e+00,1.66869e+02,5.26075e+00
5.00000e+02,2.40590e+00,1.23471e+00,1.07159e+02,3.39174e+00
6.00000e+02,9.63116e-01,4.90958e-01,1.61005e+02,7.70167e-01
7.00000e+02,5.76497e-01,2.20896e-01,1.61317e+02,7.20904e-01
8.00000e+02,7.68379e-01,2.85664e-01,1.51234e+02,7.27693e-01
9.00000e+02,1.84625e+00,5.84095e-01,1.63731e+02,2.26903e+00
1.00000e+03,2.78730e+00,1.07928e+00,1.90364e+02,3.71793e+00
1.10000e+03,3.52877e-01,2.03099e-01,1.78158e+02,3.59304e-01
1.20000e+03,1.30278e-01,6.81322e-02,1.99885e+02,1.52270e-01
1.30000e+03,1.50235e-01,7.61542e-02,1.98012e+02,1.33662e-01
1.40000e+03,1.23975e-01,5.63390e-02,2.17488e+02,1.71434e-01
1.50000e+03,2.20791e-01,7.56696e-02,2.52524e+02,1.27251e-01
1.60000e+03,2.07789e-01,6.27001e-02,3.01175e+02,1.92726e-01
1.70000e+03,2.12448e-01,8.95919e-02,3.05472e+02,1.41720e-01
1.80000e+03,2.36224e-01,1.08586e-01,3.11141e+02,2.18755e-01
1.90000e+03,2.52310e-01,8.89074e-02,2.93385e+02,1.06101e-01
2.00000e+03,2.00042e-01,7.73579e-02,2.41095e+02,1.51503e-01
2.10000e+03,2.31965e-01,6.63308e-02,2.11507e+02,3.04629e-01
2.20000e+03,1.55564e-01,6.75567e-02,1.49232e+02,6.23483e-02
2.30000e+03,1.69959e-01,6.98589e-02,1.13971e+02,1.81658e-01
2.40000e+03,1.74798e-01,6.70711e-02,6.25804e+01,1.81522e-01
2.50000e+03,1.94982e-01,7.87267e-02,4.87954e+01,1.42233e-01
2.60000e+03,1.90857e-01,7.30385e-02,1.99240e+01,1.64945e-01
2.70000e+03,2.06559e-01,7.79244e-02,-1.10701e+00,1.90932e-01
2.80000e+03,1.81177e-01,5.95113e-02,1.16950e+01,2.01463e-01
2.90000e+03,1.31817e-01,3.59541e-02,-6.31489e+00,1.44969e-01
3.00000e+03,1.11018e-01,3.25310e-02,5.47597e+01,1.36680e-01
3.10000e+03,1.95545e-01,8.11614e-02,3.64406e+01,1.73950e-01
3.20000e+03,1.56742e-01,5.84366e-02,1.00552e+02,1.84232e-01
3.30000e+03,1.53420e-01,5.89496e-02,1.08419e+02,8.60056e-02
3.40000e+03,1.94689e-01,6.40792e-02,2.04154e+02,2.76863e-01
3.50000e+03,1.92052e-01,6.95234e-02,2.71807e+02,1.33239e-01
3.60000e+03,1.88050e-01,6.95467e-02,2.94190e+02,1.27526e-01
3.70000e+03,1.76332e-01,7.74927e-02,3.46862e+02,2.10951e-01
3.80000e+03,1.97249e-01,7.92500e-02,3.75076e+02,2.11559e-01
3.90000e+03,1.84878e-01,7.89781e-02,3.66733e+02,1.52839e-01
4.00000e+03,2.06881e-01,7.56631e-02,3.99750e+02,1.50150e-01
4.10000e+03,1.86412e-01,7.94310e-02,3.95556e+02,1.40919e-01
4.20000e+03,2.43259e-01,9.87719e-02,3.94431e+02,1.65433e-01
4.30000e+03,2.46230e-01,6.78803e-02,3.83059e+02,2.29495e-01
4.40000e+03,2.89867e-01,7.68792e-02,3.93302e+02,3.32984e-01
4.50000e+03,2.42932e-01,6.35873e-02,3.82623e+02,2.38255e-01
4.60000e+03,2.48725e-01,1.01546e-01,3.31843e+02,2.56385e-01
4.70000e+03,2.48537e-01,9.79691e-02,3.40988e+02,1.05736e-01
4.80000e+03,2.63725e-01,1.04499e-01,3.37065e+02,3.32699e-01
4.90000e+03,2.38234e-01,1.00160e-01,3.15843e+02,1.56952e-01
5.00000e+03,2.80047e-01,9.41824e-02,2.93171e+02,2.61737e-01
5.10000e+03,2.67971e-01,1.21725e-01,2.65153e+02,3.33325e-01
5.20000e+03,2.43473e-01,9.93414e-02,2.26022e+02,2.08252e-01
5.30000e+03,2.48818e-01,9.47588e-02,1.79882e+02,2.57881e-01
5.40000e+03,3.11583e-01,7.13011e-02,1.55042e+02,2.22241e-01
5.50000e+03,2.02933e-01,6.80550e-02,1.43558e+02,1.67768e-01
5.60000e+03,2.53578e-01,8.47209e-02,1.42713e+02,2.20799e-01
5.70000e+03,2.04833e-01,5.32249e-02,1.49890e+02,2.04040e-01
5.80000e+03,2.46796e-01,7.29505e-02,1.52833e+02,2.39466e-01
5.90000e+03,1.75169e-01,7.72406e-02,1.57371e+02,1.98978e-01
6.00000e+03,2.01430e-01,7.90690e-02,1.86379e+02,1.62952e-01
6.10000e+03,1.69373e-01,5.87722e-02,1.72366e+02,1.07273e-01
6.20000e+03,1.40707e-01,5.90873e-02,1.97787e+02,1.48152e-01
6.30000e+03,1.12799e-01,5.34109e-02,1.95611e+02,1.36105e-01
6.40000e+03,1.29034e-01,5.04397e-02,2.27198e+02,2.86770e-01
6.50000e+03,1.52390e-01,8.69674e-02,2.58302e+02,1.52606e-01
6.60000e+03,1.82197e-01,1.05592e-01,3.08306e+02,1.74595e-01
6.70000e+03,1.78378e-01,1.21539e-01,3.03855e+02,2.60857e-01
6.80000e+03,2.59701e-01,1.36644e-01,2.78372e+02,3.29110e-01
6.90000e+03,2.99687e-01,1.80724e-01,3.14448e+02,4.19504e-01
7.00000e+03,2.89276e-01,1.93550e-01,2.23612e+02,4.10059e-01
7.10000e+03,3.48710e-01,1.92531e-01,2.25669e+02,5.51198e-01
7.20000e+03,3.19339e-01,2.28331e-01,1.46524e+02,4.61964e-01
7.30000e+03,3.28341e-01,2.18596e-01,1.46771e+02,7.79789e-01
7.40000e+03,2.34172e-01,9.31948e-02,8.77101e+01,4.51728e-01
7.50000e+03,3.84911e-01,8.24843e-02,6.74807e+01,1.31502e-01
7.60000e+03,2.25033e+00,5.80715e-01,8.54867e+00,2.35362e+00
7.70000e+03,1.77178e+00,4.34430e-01,-3.01511e+01,2.02679e+00
7.80000e+03,3.28163e-01,1.06530e-01,4.20182e+00,3.08819e-01
7.90000e+03,2.42897e-01,7.00134e-02,-9.83841e+00,1.98699e-01
8.00000e+03,1.63419e-01,6.23213e-02,5.22586e+01,1.43879e-01
8.10000e+03,1.85877e-01,7.05499e-02,5.97668e+01,1.14273e-01
8.20000e+03,1.51890e-01,5.40967e-02,8.94872e+01,9.77396e-02
8.30000e+03,1.05504e-01,4.11603e-02,1.09512e+02,6.49212e-02
8.40000e+03,9.09680e-02,2.85916e-02,1.77473e+02,2.30952e-01
8.50000e+03,9.32677e-02,3.65659e-02,2.46468e+02,6.40298e-02
8.60000e+03,1.89398e-01,5.67231e-02,3.02278e+02,1.44212e-01
8.70000e+03,1.23423e-01,5.96034e-02,3.53581e+02,3.11046e-01
8.80000e+03,1.81065e-01,6.16408e-02,3.74581e+02,1.48733e-01
8.90000e+03,1.14780e-01,3.48917e-02,3.70229e+02,1.43308e-01
9.00000e+03,1.44820e-01,4.09986e-02,3.84882e+02,1.72405e-01
9.10000e+03,1.08636e-01,4.81301e-02,4.11232e+02,6.37185e-02
9.20000e+03,7.06896e-02,2.58219e-02,3.96086e+02,1.59767e-01
9.30000e+03,7.32239e-02,3.90476e-02,3.65495e+02,1.21360e-01
9.40000e+03,7.47098e-02,3.00636e-02,3.80876e+02,1.22874e-01
9.50000e+03,2.30144e-01,5.26884e-02,3.98880e+02,2.72118e-01
9.60000e+03,1.28401e-01,5.70104e-02,3.39072e+02,1.88952e-01
9.70000e+03,8.98768e-02,2.34184e-02,3.34879e+02,1.08450e-01
9.80000e+03,1.45924e-01,5.28379e-02,3.33150e+02,8.07846e-02
9.90000e+03,1.78662e-01,5.44830e-02,3.20931e+02,1.79544e-01
1.00000e+04,1.82308e-01,7.41678e-02,2.91672e+02,1.13328e-01
1.01000e+04,1.77394e-01,7.36088e-02,2.70901e+02,2.48865e-01
1.02000e+04,2.68709e-01,1.42039e-01,2.35094e+02,4.33039e-01
1.03000e+04,1.46406e-01,6.43437e-02,1.78991e+02,1.05846e-01
1.04000e+04,7.60571e-02,3.11253e-02,1.58759e+02,8.20941e-02
1.05000e+04,4.32839e-02,2.01816e-02,1.45885e+02,2.66221e-01
1.06000e+04,2.38759e-01,9.63230e-02,1.44067e+02,2.81607e-01
1.07000e+04,1.12376e-01,4.87254e-02,1.51149e+02,1.42205e-01
1.08000e+04,1.45991e-01,6.07593e-02,1.54271e+02,1.53663e-01
1.09000e+04,1.47223e-01,5.63568e-02,1.63553e+02,1.47202e-01
1.10000e+04,4.42433e-01,1.84922e-01,1.87052e+02,4.09563e-01
1.11000e+04,2.00316e-01,7.01307e-02,1.83604e+02,2.73935e-01
1.12000e+04,6.98482e-01,1.76859e-01,1.99747e+02,1.07368e+00
1.13000e+04,3.31885e-01,1.22396e-01,1.96259e+02,4.42525e-01
1.14000e+04,2.49096e-01,1.23354e-01,2.29436e+02,1.46822e-01
1.15000e+04,2.11432e-01,9.87364e-02,2.60305e+02,2.10300e-01
1.16000e+04,2.85273e-01,9.45446e-02,2.97270e+02,5.58462e-01
1.17000e+04,2.44585e-01,1.06928e-01,2.91337e+02,3.46381e-01
1.18000e+04,4.01868e-01,1.37799e-01,3.04980e+02,5.27373e-01
1.19000e+04,4.24870e-01,2.16332e-01,2.97313e+02,5.89372e-01
1.20000e+04,4.18958e-01,1.51823e-01,2.50341e+02,6.86558e-01
