iteration,mean_tau,std_tau,mean_p,std_p
1.00000e+02,2.89155e+00,1.38753e+00,1.48056e+02,2.94247e+00
2.00000e+02,3.17089e+00,1.41965e+00,9.30596e+01,5.07109e+00
3.00000e+02,2.24494e+00,7.20978e-01,8.49627e+01,2.66660e+00
4.00000e+02,3.32858e+00,1.06665e+00,5.24527e+01,2.95962e+00
5.00000e+02,1.66363e+00,7.00820e-01,7.71677e+01,1.24598e+00
6.00000e+02,1.60127e+00,6.92352e-01,1.18711e+02,1.06222e+00
7.00000e+02,1.31116e+00,5.07894e-01,5.62308e+01,1.12657e+00
8.00000e+02,1.71567e+00,6.74103e-01,5.77188e+01,1.35668e+00
9.00000e+02,7.87359e-01,3.09211e-01,5.42369e+01,1.24786e+00
1.00000e+03,4.29762e-01,1.64632e-01,6.90586e+01,2.92797e-01
1.10000e+03,4.17726e-01,9.55759e-02,1.02740e+02,4.50544e-01
1.20000e+03,4.54967e-01,1.36640e-01,9.08777e+01,5.53284e-01
1.30000e+03,2.87935e-01,9.11619e-02,9.79920e+01,2.40978e-01
1.40000e+03,3.53693e-01,9.94148e-02,1.13554e+02,1.75162e-01
1.50000e+03,1.27847e-01,5.98858e-02,1.36879e+02,2.13782e-01
1.60000e+03,1.58530e-01,6.73615e-02,1.74621e+02,1.17906e-01
1.70000e+03,1.65793e-01,6.14422e-02,1.67954e+02,1.11408e-01
1.80000e+03,2.41529e-01,8.93615e-02,1.62939e+02,2.20585e-01
1.90000e+03,2.51657e-01,1.05159e-01,1.58334e+02,1.18174e-01
2.00000e+03,2.26980e-01,8.43665e-02,1.04852e+02,1.05828e-01
2.10000e+03,2.28968e-01,9.39079e-02,9.06656e+01,7.37023e-02
2.20000e+03,2.74377e-01,9.39169e-02,8.14726e+01,1.70373e-01
2.30000e+03,2.43233e-01,1.10755e-01,4.90835e+01,1.33428e-01
2.40000e+03,2.87200e-01,8.95341e-02,9.38728e+00,2.40419e-01
2.50000e+03,2.52370e-01,8.87102e-02,1.14613e+01,2.12450e-01
2.60000e+03,2.89114e-01,7.24830e-02,-1.19168e+01,2.41823e-01
2.70000e+03,3.56106e-01,8.21058e-02,-1.39161e+00,3.89925e-01
2.80000e+03,4.62920e-01,1.06885e-01,-3.02981e+01,5.17582e-01
2.90000e+03,4.17952e-01,1.52386e-01,-5.64424e+01,3.43595e-01
3.00000e+03,3.45754e-01,1.57919e-01,9.95576e+00,3.15446e-01
3.10000e+03,2.66936e-01,1.41646e-01,2.82746e-01,1.35098e-01
3.20000e+03,2.47929e-01,9.22760e-02,2.20876e+01,2.24835e-01
