iteration,mean_tau,std_tau,mean_p,std_p
1.00000e+02,2.89398e+00,1.38019e+00,2.68404e+02,2.76278e+00
2.00000e+02,3.74269e+00,8.80726e-01,2.21129e+02,4.62466e+00
3.00000e+02,1.16161e+00,4.19566e-01,1.74078e+02,1.10434e+00
4.00000e+02,3.60472e+00,1.05584e+00,1.64039e+02,3.74490e+00
5.00000e+02,2.01256e+00,8.30031e-01,1.05506e+02,2.33308e+00
6.00000e+02,2.40450e+00,9.01763e-01,1.58090e+02,2.36684e+00
7.00000e+02,1.15101e+00,5.15540e-01,1.60423e+02,1.66017e+00
8.00000e+02,5.14845e-01,1.20483e-01,1.51217e+02,6.70153e-01
9.00000e+02,2.65231e-01,1.22540e-01,1.63828e+02,1.37601e-01
1.00000e+03,2.84767e-01,1.05543e-01,1.90643e+02,2.10785e-01
1.10000e+03,2.38586e-01,1.06006e-01,1.77895e+02,3.70407e-01
1.20000e+03,1.69653e-01,6.89573e-02,1.99584e+02,7.63072e-02
1.30000e+03,1.34671e-01,6.23043e-02,1.97416e+02,1.11954e-01
1.40000e+03,1.95978e-01,6.42921e-02,2.17052e+02,1.61908e-01
1.50000e+03,1.90141e-01,6.73096e-02,2.52102e+02,1.95331e-01
1.60000e+03,2.74522e-01,9.07024e-02,3.00311e+02,4.20628e-01
1.70000e+03,3.64185e-01,1.05409e-01,3.05132e+02,3.25875e-01
1.80000e+03,2.78750e-01,1.04119e-01,3.10270e+02,1.72142e-01
1.90000e+03,2.33516e-01,6.40115e-02,2.92839e+02,2.13650e-01
2.00000e+03,2.77514e-01,6.89787e-02,2.41019e+02,1.50618e-01
2.10000e+03,2.22112e-01,8.33076e-02,2.11055e+02,1.21237e-01
2.20000e+03,1.54895e-01,7.94699e-02,1.49373e+02,1.54976e-01
2.30000e+03,1.36659e-01,5.97864e-02,1.13928e+02,1.26538e-01
2.40000e+03,8.61743e-02,4.51349e-02,6.24228e+01,8.96346e-02
2.50000e+03,1.50460e-01,5.22632e-02,4.86509e+01,6.02025e-02
2.60000e+03,1.05102e-01,4.05511e-02,1.93505e+01,9.03563e-02
2.70000e+03,1.28877e-01,5.01785e-02,-1.26674e+00,1.16559e-01
2.80000e+03,1.73769e-01,5.81209e-02,1.16826e+01,1.31106e-01
2.90000e+03,1.65018e-01,4.96577e-02,-6.36446e+00,7.62096e-02
3.00000e+03,1.77316e-01,6.82073e-02,5.44311e+01,9.77973e-02
3.10000e+03,1.62750e-01,5.67586e-02,3.64587e+01,1.42178e-01
3.20000e+03,1.63503e-01,6.21759e-02,1.00328e+02,9.89671e-02
3.30000e+03,2.33724e-01,1.07820e-01,1.08367e+02,2.39920e-01
3.40000e+03,1.56389e-01,4.42296e-02,2.04205e+02,1.18527e-01
3.50000e+03,1.49897e-01,4.44974e-02,2.71481e+02,1.62715e-01
3.60000e+03,1.43957e-01,5.32527e-02,2.93529e+02,8.54010e-02
3.70000e+03,1.28916e-01,4.65306e-02,3.46401e+02,1.44725e-01
3.80000e+03,1.51021e-01,4.00398e-02,3.74701e+02,1.39934e-01
3.90000e+03,1.65127e-01,6.82940e-02,3.66258e+02,8.44770e-02
4.00000e+03,1.54124e-01,5.71298e-02,3.99420e+02,1.38783e-01
4.10000e+03,1.46073e-01,4.49448e-02,3.95541e+02,1.86381e-01
4.20000e+03,1.05406e-01,4.25845e-02,3.94485e+02,8.58043e-02
4.30000e+03,1.71675e-01,6.19616e-02,3.82462e+02,9.22626e-02
4.40000e+03,1.04341e-01,4.92193e-02,3.92946e+02,9.67683e-02
4.50000e+03,1.19154e-01,3.98063e-02,3.82066e+02,1.48853e-01
4.60000e+03,1.79732e-01,6.21283e-02,3.31725e+02,1.99366e-01
4.70000e+03,8.36272e-02,3.31337e-02,3.40770e+02,5.72849e-02
4.80000e+03,6.02838e-02,2.76079e-02,3.36701e+02,8.18169e-02
4.90000e+03,2.05679e-02,7.50824e-03,3.15900e+02,1.58713e-01
5.00000e+03,2.13818e-02,7.96046e-03,2.93165e+02,2.45633e-01
5.10000e+03,3.24112e-02,8.93551e-03,2.64673e+02,1.82931e-01
5.20000e+03,3.74387e-02,1.21775e-02,2.25706e+02,1.26214e-01
5.30000e+03,2.17243e-02,7.59868e-03,1.79936e+02,1.39923e-01
5.40000e+03,1.48678e-02,5.95796e-03,1.54707e+02,6.90256e-02
5.50000e+03,2.74468e-02,1.55574e-02,1.43176e+02,1.61762e-01
5.60000e+03,2.83930e-02,1.41964e-02,1.41881e+02,2.19009e-01
5.70000e+03,6.08248e-02,2.27477e-02,1.49809e+02,9.46285e-02
5.80000e+03,1.23133e-01,3.33789e-02,1.52607e+02,1.74697e-01
5.90000e+03,1.84307e-01,4.61001e-02,1.56360e+02,1.99170e-01
6.00000e+03,2.24122e-01,6.02890e-02,1.86377e+02,9.83848e-02
6.10000e+03,1.79348e-01,4.97089e-02,1.71515e+02,1.58816e-01
6.20000e+03,2.10270e-01,6.59202e-02,1.97438e+02,1.01719e-01
6.30000e+03,8.02486e-02,4.29839e-02,1.95009e+02,7.91549e-02
6.40000e+03,1.48332e-01,7.10318e-02,2.26928e+02,1.12581e-01
6.50000e+03,1.88030e-01,7.64517e-02,2.57375e+02,1.18891e-01
6.60000e+03,1.93202e-01,7.54225e-02,3.07188e+02,2.55365e-01
6.70000e+03,1.92199e-01,5.39275e-02,3.01939e+02,1.31591e-01
6.80000e+03,2.13465e-01,6.55591e-02,2.77762e+02,2.34942e-01
6.90000e+03,1.49649e-01,6.36053e-02,3.13456e+02,1.55333e-01
7.00000e+03,1.75353e-01,7.03137e-02,2.22657e+02,1.69009e-01
7.10000e+03,1.60700e-01,7.57030e-02,2.23800e+02,7.13245e-02
7.20000e+03,2.97998e-01,8.58084e-02,1.46620e+02,3.69840e-01
7.30000e+03,1.36268e-01,7.43680e-02,1.45000e+02,1.23487e-01
7.40000e+03,1.31061e-01,6.16908e-02,8.72425e+01,1.63341e-01
7.50000e+03,1.50814e-01,3.21341e-02,6.72981e+01,1.52399e-01
7.60000e+03,1.88058e-01,5.09452e-02,9.72806e+00,1.89194e-01
7.70000e+03,9.20213e-02,2.90806e-02,-2.85924e+01,6.06396e-02
7.80000e+03,1.36055e-01,5.50729e-02,4.27942e+00,1.14304e-01
7.90000e+03,1.27580e-01,4.44472e-02,-9.57556e+00,1.09306e-01
8.00000e+03,1.04732e-01,3.72854e-02,5.20913e+01,1.58854e-01
8.10000e+03,1.32695e-01,4.89961e-02,5.96943e+01,8.69265e-02
8.20000e+03,1.45304e-01,5.65819e-02,8.95256e+01,1.40776e-01
8.30000e+03,1.39879e-01,6.10504e-02,1.09703e+02,1.07189e-01
8.40000e+03,1.09240e-01,4.09785e-02,1.77341e+02,7.31402e-02
8.50000e+03,1.34003e-01,6.36660e-02,2.46131e+02,1.27991e-01
8.60000e+03,1.70775e-01,4.31116e-02,3.01884e+02,1.67308e-01
8.70000e+03,1.52513e-01,4.39788e-02,3.53129e+02,1.25183e-01
8.80000e+03,1.41916e-01,8.45856e-02,3.74401e+02,1.08258e-01
8.90000e+03,1.81203e-01,7.95071e-02,3.70014e+02,1.10300e-01
9.00000e+03,2.06436e-01,5.85572e-02,3.84664e+02,2.83310e-01
9.10000e+03,2.11333e-01,9.17948e-02,4.11143e+02,2.03381e-01
9.20000e+03,2.15339e-01,9.18621e-02,3.95883e+02,1.48326e-01
9.30000e+03,3.01458e-01,8.48540e-02,3.65495e+02,2.06663e-01
9.40000e+03,4.01637e-01,1.18883e-01,3.80489e+02,3.64462e-01
9.50000e+03,1.51295e-01,5.13850e-02,3.98693e+02,1.09978e-01
9.60000e+03,1.58989e-01,5.94742e-02,3.38927e+02,2.43636e-01
9.70000e+03,1.90778e-01,6.25387e-02,3.34777e+02,2.43247e-01
9.80000e+03,1.56427e-01,3.52484e-02,3.32820e+02,1.56664e-01
9.90000e+03,1.22039e-01,6.19293e-02,3.20559e+02,1.18459e-01
1.00000e+04,2.60989e-01,1.15056e-01,2.91702e+02,2.50349e-01
1.01000e+04,4.28229e-01,1.55628e-01,2.70845e+02,5.79239e-01
1.02000e+04,1.48694e-01,6.00002e-02,2.34710e+02,1.53349e-01
1.03000e+04,8.01101e-02,2.35096e-02,1.78968e+02,8.31492e-02
1.04000e+04,8.05239e-02,3.04870e-02,1.58578e+02,1.66539e-01
1.05000e+04,6.58049e-02,2.31880e-02,1.45476e+02,3.60549e-01
1.06000e+04,1.88271e-01,9.15242e-02,1.44043e+02,1.07894e-01
1.07000e+04,1.65793e-01,7.43369e-02,1.50983e+02,2.44087e-01
1.08000e+04,2.49991e-01,8.22981e-02,1.54037e+02,1.35166e-01
1.09000e+04,1.81282e-01,7.65975e-02,1.63496e+02,2.06608e-01
1.10000e+04,1.60934e-01,5.61247e-02,1.87376e+02,1.88301e-01
1.11000e+04,1.35070e-01,4.80109e-02,1.83079e+02,2.41405e-01
1.12000e+04,9.93949e-02,5.66919e-02,1.99339e+02,2.00528e-01
1.13000e+04,4.33850e-01,9.70155e-02,1.95111e+02,3.38542e-01
1.14000e+04,1.90537e+00,5.33722e-01,2.29311e+02,2.06868e+00
1.15000e+04,5.86064e-01,1.87815e-01,2.58693e+02,2.74775e-01
1.16000e+04,1.56834e-01,5.95405e-02,2.96715e+02,1.84593e-01
1.17000e+04,1.33339e-01,5.06441e-02,2.89418e+02,1.69582e-01
1.18000e+04,2.25741e-01,1.27443e-01,3.02873e+02,2.55924e-01
1.19000e+04,1.03036e-01,4.06155e-02,2.96023e+02,1.31812e-01
1.20000e+04,8.05568e-02,2.46697e-02,2.48938e+02,5.55604e-02
1.21000e+04,2.06493e-01,7.86199e-02,2.15184e+02,3.13307e-01
1.22000e+04,5.17935e-02,1.97821e-02,1.66981e+02,1.85970e-01
1.23000e+04,9.19401e-01,2.50784e-01,1.16670e+02,8.00636e-01
1.24000e+04,2.66521e-01,1.04787e-01,7.67707e+01,1.49736e-01
1.25000e+04,5.14172e-01,1.85323e-01,6.12449e+01,3.88970e-01
1.26000e+04,2.87605e-01,7.17960e-02,2.73868e+01,3.29376e-01
1.27000e+04,3.44131e-01,1.08964e-01,4.80792e+00,3.35785e-01
1.28000e+04,4.20685e-01,1.45641e-01,5.35002e+00,3.35426e-01
1.29000e+04,2.37717e-01,8.18137e-02,2.34962e+00,1.52362e-01
1.30000e+04,1.97285e-01,3.24578e-02,3.64222e+01,2.03679e-01
1.31000e+04,1.72213e-01,7.52378e-02,5.52104e+01,1.58053e-01
1.32000e+04,1.47790e-01,2.66854e-02,1.04558e+02,1.70169e-01
1.33000e+04,2.34487e-01,8.96110e-02,9.67603e+01,2.75595e-01
1.34000e+04,1.84483e-01,7.69020e-02,1.77743e+02,1.03636e-01
1.35000e+04,1.68181e-01,5.49127e-02,2.52224e+02,2.73476e-01
1.36000e+04,1.70407e-01,5.94888e-02,2.99790e+02,1.93464e-01
1.37000e+04,1.82587e-01,7.88580e-02,3.54843e+02,3.29962e-01
1.38000e+04,1.99390e-01,7.88096e-02,3.72045e+02,1.06301e-01
1.39000e+04,2.23631e-01,7.38961e-02,3.69129e+02,2.39674e-01
1.40000e+04,2.77592e-01,6.44047e-02,3.99651e+02,3.42544e-01
1.41000e+04,1.23574e-01,5.91109e-02,3.89425e+02,2.09642e-01
1.42000e+04,1.13778e-01,5.47932e-02,3.89660e+02,9.82814e-02
1.43000e+04,1.75828e-01,5.65342e-02,3.77913e+02,2.54657e-01
1.44000e+04,1.81424e-01,6.35070e-02,3.87576e+02,1.92564e-01
1.45000e+04,1.90028e-01,6.58104e-02,3.72156e+02,1.60907e-01
1.46000e+04,1.71089e-01,6.36308e-02,3.45840e+02,1.77880e-01
1.47000e+04,1.23280e-01,6.45656e-02,3.35207e+02,1.16005e-01
1.48000e+04,1.56186e-01,5.42450e-02,3.38997e+02,8.53866e-02
1.49000e+04,1.76265e-01,7.68243e-02,3.24962e+02,1.88356e-01
1.50000e+04,2.53536e-01,8.01138e-02,2.83704e+02,2.62340e-01
1.51000e+04,5.12269e-01,1.50400e-01,2.76050e+02,6.37690e-01
1.52000e+04,1.29344e-01,4.55072e-02,2.27288e+02,1.63155e-01
1.53000e+04,8.64114e-02,2.88239e-02,1.79971e+02,1.03018e-01
1.54000e+04,9.42524e-02,4.87378e-02,1.57034e+02,9.07806e-02
1.55000e+04,9.97953e-02,3.68059e-02,1.47215e+02,1.72013e-01
1.56000e+04,1.93097e-01,6.35270e-02,1.42344e+02,1.35789e-01
1.57000e+04,5.25928e-01,1.80988e-01,1.52474e+02,4.11090e-01
1.58000e+04,2.19264e-01,8.04985e-02,1.53948e+02,2.60926e-01
1.59000e+04,2.36667e-01,7.33558e-02,1.55530e+02,1.11041e-01
1.60000e+04,5.40563e-01,1.98840e-01,1.84149e+02,4.24494e-01
1.61000e+04,5.17400e-01,2.29268e-01,1.78783e+02,6.19384e-01
1.62000e+04,1.50663e-01,6.01106e-02,2.00429e+02,5.98826e-01
1.63000e+04,2.19124e-01,8.15612e-02,2.00630e+02,3.64296e-01
1.64000e+04,3.34324e-01,1.47794e-01,2.28528e+02,2.50482e-01
1.65000e+04,1.75989e-01,9.88488e-02,2.59564e+02,3.18558e-01
1.66000e+04,2.99312e-01,1.47151e-01,3.08893e+02,8.40991e-01
1.67000e+04,2.20101e-01,7.34982e-02,3.05015e+02,2.85077e-01
1.68000e+04,2.21006e-01,1.35278e-01,2.85603e+02,3.81630e-01
1.69000e+04,5.50422e-01,2.07897e-01,2.85475e+02,9.67906e-01
1.70000e+04,5.82898e-01,1.56997e-01,2.31185e+02,9.03533e-01
1.71000e+04,6.76370e-01,3.07661e-01,2.20165e+02,1.09196e+00
1.72000e+04,8.45082e-01,3.67351e-01,1.29013e+02,1.74542e+00
1.73000e+04,2.53606e+00,8.27044e-01,1.23359e+02,3.01981e+00
1.74000e+04,2.38481e+00,5.58151e-01,1.41090e+02,3.81024e+00
1.75000e+04,5.75492e-01,2.55062e-01,7.25819e+01,5.58355e-01
1.76000e+04,1.69952e-01,6.53229e-02,3.49360e+01,1.35969e-01
1.77000e+04,4.24825e-01,1.73286e-01,-6.79698e+00,7.48771e-01
1.78000e+04,1.85812e-01,6.85857e-02,5.01031e+00,1.53029e-01
1.79000e+04,1.06924e-01,3.64066e-02,-1.21129e+01,7.88097e-02
1.80000e+04,1.85703e-01,6.09734e-02,2.62586e+01,1.00262e-01
1.81000e+04,1.15765e-01,3.28107e-02,4.18163e+01,1.52300e-01
1.82000e+04,1.42175e-01,6.38910e-02,1.16661e+02,1.42840e-01
1.83000e+04,1.22541e-01,4.59686e-02,1.21173e+02,1.34312e-01
1.84000e+04,9.35975e-02,3.60868e-02,1.73041e+02,9.58237e-02
1.85000e+04,5.93005e-02,2.07230e-02,2.54869e+02,8.54084e-02
1.86000e+04,4.67954e-02,2.30858e-02,3.08586e+02,9.39957e-02
1.87000e+04,7.18380e-02,2.95320e-02,3.50616e+02,6.72628e-02
1.88000e+04,7.30218e-02,3.63799e-02,3.71808e+02,7.96910e-02
1.89000e+04,1.83502e-01,6.04979e-02,3.55013e+02,1.44795e-01
1.90000e+04,1.00916e-01,3.78695e-02,4.02153e+02,1.96530e-01
1.91000e+04,1.35049e-01,6.04048e-02,3.85948e+02,9.58623e-02
1.92000e+04,1.71155e-01,7.00449e-02,3.98830e+02,2.45363e-01
1.93000e+04,1.17762e-01,3.72894e-02,3.88562e+02,1.61296e-01
1.94000e+04,1.33503e-01,4.04264e-02,3.89686e+02,1.23166e-01
1.95000e+04,1.57194e-01,6.87454e-02,3.67968e+02,1.50426e-01
1.96000e+04,2.10996e-01,9.10583e-02,3.51426e+02,2.19782e-01
1.97000e+04,2.10503e-01,7.68235e-02,3.28612e+02,9.47150e-02
1.98000e+04,2.76839e-01,9.74238e-02,3.23297e+02,1.06126e-01
1.99000e+04,2.05143e-01,6.55897e-02,3.27433e+02,1.20016e-01
2.00000e+04,1.55026e-01,6.16019e-02,2.81478e+02,1.08605e-01
2.01000e+04,1.70194e-01,5.98060e-02,2.63502e+02,1.00017e-01
2.02000e+04,2.16103e-01,1.06118e-01,2.26184e+02,1.44099e-01
2.03000e+04,2.13916e-01,8.27350e-02,1.81388e+02,1.70531e-01
2.04000e+04,1.41779e-01,4.74474e-02,1.58724e+02,1.05305e-01
2.05000e+04,6.32824e-02,3.31559e-02,1.42698e+02,1.50825e-01
2.06000e+04,9.40229e-02,3.10742e-02,1.42385e+02,2.35917e-01
2.07000e+04,1.19372e-01,7.04207e-02,1.50106e+02,2.13632e-01
2.08000e+04,2.21801e-01,8.18854e-02,1.57441e+02,2.99987e-01
2.09000e+04,2.83633e-01,1.24556e-01,1.59730e+02,3.31096e-01
2.10000e+04,4.20968e-01,1.77791e-01,1.82049e+02,4.81668e-01
2.11000e+04,3.73119e-01,1.30708e-01,1.79262e+02,7.61677e-01
2.12000e+04,2.25674e-01,1.07433e-01,2.03185e+02,5.23984e-01
2.13000e+04,1.84159e-01,6.18568e-02,1.99942e+02,3.17000e-01
2.14000e+04,1.64449e-01,6.37294e-02,2.19478e+02,4.37806e-01
2.15000e+04,2.34451e-01,1.14744e-01,2.63168e+02,3.20848e-01
2.16000e+04,1.78263e-01,6.84698e-02,3.07143e+02,4.73725e-01
2.17000e+04,3.00695e-01,1.30134e-01,2.89366e+02,6.89975e-01
2.18000e+04,3.72930e-01,1.62882e-01,2.90857e+02,7.41329e-01
2.19000e+04,3.97050e-01,1.43805e-01,2.92952e+02,8.56728e-01
2.20000e+04,4.91883e-01,3.31021e-01,2.52412e+02,1.40104e+00
2.21000e+04,4.42703e-01,1.63858e-01,2.17992e+02,2.90530e-01
2.22000e+04,6.43228e-01,2.70127e-01,1.49270e+02,1.40533e+00
2.23000e+04,9.43351e-01,3.01000e-01,1.04069e+02,1.19473e+00
2.24000e+04,1.16068e+00,4.29082e-01,9.44364e+01,9.38844e-01
2.25000e+04,2.76936e+00,1.03726e+00,6.48486e+01,2.78842e+00
2.26000e+04,5.25434e-01,3.27346e-01,4.25754e+01,1.05306e+00
2.27000e+04,2.82711e-01,1.15896e-01,1.75646e+01,4.14258e-01
2.28000e+04,2.98436e-01,1.13193e-01,2.75856e+01,2.67929e-01
2.29000e+04,1.86066e-01,7.23892e-02,-1.19180e+01,1.00425e-01
2.30000e+04,1.82539e-01,7.08179e-02,3.51446e+01,1.37989e-01
2.31000e+04,1.60463e-01,5.29972e-02,4.74942e+01,2.41215e-01
2.32000e+04,1.45232e-01,5.32213e-02,1.11012e+02,1.06571e-01
2.33000e+04,1.38238e-01,5.69877e-02,1.09615e+02,1.15355e-01
2.34000e+04,1.25287e-01,4.84964e-02,1.83952e+02,1.13521e-01
2.35000e+04,1.03945e-01,6.20010e-02,2.53704e+02,3.64970e-01
2.36000e+04,1.14908e-01,4.63415e-02,3.01433e+02,9.60821e-02
2.37000e+04,8.52577e-02,3.00443e-02,3.44197e+02,1.95044e-01
2.38000e+04,9.32232e-02,3.67937e-02,3.61594e+02,5.79886e-02
2.39000e+04,1.34945e-01,6.20449e-02,3.70860e+02,1.09880e-01
2.40000e+04,1.38954e-01,5.42102e-02,4.00224e+02,8.44929e-02
2.41000e+04,1.47107e-01,7.19399e-02,3.76178e+02,1.95894e-01
2.42000e+04,2.21829e-01,8.01131e-02,3.97054e+02,7.58237e-02
2.43000e+04,1.63270e-01,5.59962e-02,3.92879e+02,1.33085e-01
2.44000e+04,1.06123e-01,4.20286e-02,3.73535e+02,8.59553e-02
2.45000e+04,1.17402e-01,3.84877e-02,3.64593e+02,1.86188e-01
2.46000e+04,8.27702e-02,4.25873e-02,3.52648e+02,7.19537e-02
2.47000e+04,1.86768e-01,8.02840e-02,3.35160e+02,8.39660e-02
2.48000e+04,6.70082e-02,2.22810e-02,3.31584e+02,6.27139e-02
2.49000e+04,1.89687e-01,6.81632e-02,3.23943e+02,1.73945e-01
2.50000e+04,1.02485e-01,4.55597e-02,2.86217e+02,1.15514e-01
2.51000e+04,9.49937e-02,3.91338e-02,2.74779e+02,2.09723e-01
2.52000e+04,9.14622e-02,2.78165e-02,2.27368e+02,2.27944e-01
2.53000e+04,8.13822e-02,3.60090e-02,1.78904e+02,2.18162e-01
2.54000e+04,1.52449e-01,5.57440e-02,1.59492e+02,1.52930e-01
2.55000e+04,2.05570e-01,9.56219e-02,1.51784e+02,3.65409e-01
2.56000e+04,2.20071e-01,8.17658e-02,1.41441e+02,6.46896e-01
2.57000e+04,1.26588e-01,5.09931e-02,1.45040e+02,1.87324e-01
2.58000e+04,1.21658e-01,3.95648e-02,1.56167e+02,3.60814e-01
2.59000e+04,2.19733e-01,7.59333e-02,1.58656e+02,2.08376e-01
2.60000e+04,1.57163e-01,9.80397e-02,1.85997e+02,2.91440e-01
2.61000e+04,3.26924e-01,9.13355e-02,1.86668e+02,6.53064e-01
2.62000e+04,3.00414e-01,8.76757e-02,2.01643e+02,4.60121e-01
2.63000e+04,2.56788e-01,1.40489e-01,1.96512e+02,1.99357e-01
2.64000e+04,2.87878e-01,1.00116e-01,2.26876e+02,3.31391e-01
2.65000e+04,2.84115e-01,8.45599e-02,2.64615e+02,2.31641e-01
2.66000e+04,2.39813e-01,1.20552e-01,3.11606e+02,5.32558e-01
2.67000e+04,1.91806e-01,8.68004e-02,3.24451e+02,2.83624e-01
2.68000e+04,4.35079e-01,1.49069e-01,2.97465e+02,6.28550e-01
2.69000e+04,4.83305e-01,1.39076e-01,3.11898e+02,6.22562e-01
2.70000e+04,5.42377e-01,1.68825e-01,2.46497e+02,9.00551e-01
2.71000e+04,1.33805e+00,4.09775e-01,2.46455e+02,2.27427e+00
2.72000e+04,2.21015e+00,5.84738e-01,1.48835e+02,2.73793e+00
2.73000e+04,1.15268e+00,3.30478e-01,1.01177e+02,9.78193e-01
2.74000e+04,8.11169e-01,3.33582e-01,7.33791e+01,1.22227e+00
2.75000e+04,9.26494e-01,2.61550e-01,6.60752e+01,8.95318e-01
2.76000e+04,2.38088e-01,7.73064e-02,5.33005e+01,2.60425e-01
2.77000e+04,1.81566e-01,8.64253e-02,6.68521e-01,2.45663e-01
2.78000e+04,1.19050e-01,4.33492e-02,1.45246e+01,2.05492e-01
2.79000e+04,7.83917e-02,3.12529e-02,-1.33274e+01,5.25766e-02
2.80000e+04,8.21461e-02,2.03629e-02,4.60137e+01,1.66391e-01
2.81000e+04,9.17015e-02,2.88250e-02,4.95691e+01,5.49729e-02
2.82000e+04,1.55944e-01,7.32866e-02,1.08303e+02,2.20462e-01
2.83000e+04,1.41306e-01,4.70728e-02,1.16658e+02,1.97425e-01
2.84000e+04,2.08330e-01,7.30466e-02,1.85783e+02,1.52061e-01
2.85000e+04,1.33489e-01,3.75254e-02,2.44665e+02,2.02106e-01
2.86000e+04,1.20489e-01,7.56935e-02,3.06135e+02,1.19539e-01
2.87000e+04,8.96489e-02,3.16325e-02,3.53576e+02,1.16519e-01
2.88000e+04,1.36200e-01,6.81326e-02,3.63391e+02,1.03599e-01
2.89000e+04,1.65867e-01,7.32219e-02,3.49651e+02,1.01396e-01
2.90000e+04,1.55291e-01,7.23421e-02,4.05658e+02,9.48615e-02
2.91000e+04,1.53130e-01,6.34529e-02,4.00758e+02,1.25410e-01
2.92000e+04,1.04123e-01,7.85232e-02,3.89855e+02,1.38656e-01
2.93000e+04,1.91184e-01,7.35267e-02,3.89928e+02,1.15254e-01
2.94000e+04,1.00435e-01,3.53789e-02,3.86941e+02,6.57849e-02
2.95000e+04,2.14684e-01,9.88182e-02,3.75910e+02,3.34675e-01
2.96000e+04,3.26606e-01,1.37924e-01,3.39317e+02,2.22968e-01
2.97000e+04,1.96586e-01,7.60620e-02,3.31067e+02,1.94114e-01
2.98000e+04,1.79532e-01,4.85625e-02,3.46233e+02,1.31071e-01
2.99000e+04,2.33421e-01,8.84047e-02,2.97688e+02,2.07347e-01
3.00000e+04,1.09019e-01,4.48966e-02,2.89827e+02,1.23321e-01
