iteration,mean_tau,std_tau,mean_p,std_p
1.00000e+02,9.03474e-01,4.42637e-01,1.74197e+02,1.07322e+01
2.00000e+02,1.08054e+00,5.56873e-01,2.24433e+02,1.67594e+01
3.00000e+02,5.68403e-01,2.55104e-01,3.51440e+02,4.01842e+00
4.00000e+02,9.73313e-01,3.58649e-01,8.37451e+01,8.94239e+00
5.00000e+02,9.11230e-01,4.20956e-01,2.31687e+02,1.10910e+01
6.00000e+02,8.10966e-01,3.06154e-01,2.95649e+02,8.16359e+00
7.00000e+02,5.35405e-01,1.26234e-01,2.21449e+02,3.25656e+00
8.00000e+02,3.41667e-01,1.26861e-01,-1.31284e+01,2.31235e+00
9.00000e+02,3.78207e-01,1.56006e-01,1.61710e+01,2.21391e+00
1.00000e+03,6.78654e-01,2.45265e-01,1.41040e+01,6.00615e+00
1.10000e+03,7.68218e-01,2.13279e-01,-4.11206e+01,9.06701e+00
1.20000e+03,3.14569e-01,1.48964e-01,-7.06934e+01,1.50971e+00
1.30000e+03,2.14195e-01,7.98323e-02,-5.87026e+01,9.54455e-01
1.40000e+03,1.56982e-01,9.59657e-02,-1.32806e+01,6.08789e-01
1.50000e+03,1.02273e-01,4.34866e-02,-4.94841e+00,3.85765e-01
1.60000e+03,1.31445e-01,5.07693e-02,3.48230e+01,2.92877e-01
1.70000e+03,7.69228e-02,4.33141e-02,1.07312e+01,1.46146e-01
1.80000e+03,1.16659e-01,6.53749e-02,3.38717e+01,3.84762e-01
1.90000e+03,1.26351e-01,6.49903e-02,3.85939e+01,2.83215e-01
2.00000e+03,1.06403e-01,4.35279e-02,5.57638e+01,4.10001e-01
2.10000e+03,9.08985e-02,2.60651e-02,3.05031e+01,1.96208e-01
2.20000e+03,7.04651e-02,2.20944e-02,4.36263e+01,1.18520e-01
2.30000e+03,5.00325e-02,1.10916e-02,3.05480e+01,1.71881e-01
2.40000e+03,6.60063e-02,2.09334e-02,5.11180e+01,1.30615e-01
2.50000e+03,3.27848e-02,1.29020e-02,5.72465e+01,1.20326e-01
2.60000e+03,2.66954e-02,1.29579e-02,7.95980e+01,2.06472e-01
2.70000e+03,2.11675e-02,6.24175e-03,4.60045e+01,1.42993e-01
2.80000e+03,3.90123e-02,1.58227e-02,6.80842e+01,1.09692e-01
2.90000e+03,3.38333e-02,1.10317e-02,8.80061e+01,1.92241e-01
3.00000e+03,3.69237e-02,1.34185e-02,1.09742e+02,8.57064e-02
3.10000e+03,3.14995e-02,1.39438e-02,1.24147e+02,1.23503e-01
3.20000e+03,3.38274e-02,1.12815e-02,1.25626e+02,9.06426e-02
3.30000e+03,5.43013e-02,1.71837e-02,2.14729e+02,1.53698e-01
3.40000e+03,3.36389e-02,1.07250e-02,1.96558e+02,1.12124e-01
3.50000e+03,2.36163e-02,8.65976e-03,1.87700e+02,6.89670e-02
3.60000e+03,2.27018e-02,9.77188e-03,2.17644e+02,8.09766e-02
3.70000e+03,2.08454e-02,8.18614e-03,2.63108e+02,1.26999e-01
3.80000e+03,2.71955e-02,1.03847e-02,2.07565e+02,8.46813e-02
3.90000e+03,4.35000e-02,1.88209e-02,1.13560e+02,2.44887e-01
4.00000e+03,3.36279e-02,1.27746e-02,7.17887e+01,1.45653e-01
4.10000e+03,2.17167e-02,7.84064e-03,3.85894e+01,1.01429e-01
4.20000e+03,2.71823e-02,8.85476e-03,-2.55577e+00,8.38282e-02
4.30000e+03,2.24450e-02,8.00208e-03,1.96715e-01,2.07423e-01
4.40000e+03,2.45886e-02,7.58989e-03,-1.26340e+01,9.64660e-02
4.50000e+03,3.27736e-02,1.06701e-02,-9.65132e+01,8.69162e-02
4.60000e+03,1.18613e-02,2.53482e-03,-1.47536e+02,4.55327e-02
4.70000e+03,2.55211e-02,1.10115e-02,-1.32801e+02,1.46586e-01
4.80000e+03,2.78324e-02,1.19881e-02,-2.04723e+02,8.44154e-02
4.90000e+03,1.91318e-02,8.03874e-03,-2.81724e+02,4.36065e-02
5.00000e+03,2.11596e-02,5.99760e-03,-2.74898e+02,6.53496e-02
5.10000e+03,1.99328e-02,1.07242e-02,-2.91181e+02,6.12883e-02
5.20000e+03,2.11691e-02,9.04019e-03,-3.64282e+02,6.09240e-02
