iteration,mean_tau,std_tau,mean_p,std_p
1.00000e+02,9.03413e-01,4.42599e-01,5.61734e+01,1.07055e+01
2.00000e+02,1.08405e+00,5.57058e-01,2.49428e+02,1.64357e+01
3.00000e+02,5.74086e-01,2.48972e-01,-4.43375e+01,4.69182e+00
4.00000e+02,9.73382e-01,3.66057e-01,-5.11812e+01,9.62030e+00
5.00000e+02,9.09201e-01,4.14325e-01,4.45157e+01,1.07302e+01
6.00000e+02,8.17406e-01,2.94971e-01,2.75018e+02,8.02462e+00
7.00000e+02,5.62352e-01,1.35389e-01,-3.74678e+02,2.94631e+00
8.00000e+02,3.15773e-01,1.34573e-01,-3.15948e+02,2.57541e+00
9.00000e+02,3.68690e-01,1.51336e-01,2.66969e+02,1.55773e+00
1.00000e+03,6.80464e-01,2.19627e-01,4.82196e+01,5.16897e+00
1.10000e+03,7.82772e-01,2.59682e-01,-4.92546e+00,9.41118e+00
1.20000e+03,3.78730e-01,1.90112e-01,5.41620e+00,2.05960e+00
1.30000e+03,2.98202e-01,1.63946e-01,-3.48942e+01,1.17528e+00
1.40000e+03,1.21336e-01,5.20254e-02,-2.46091e+01,4.06666e-01
1.50000e+03,1.71094e-01,6.83421e-02,-2.05974e-01,5.60374e-01
1.60000e+03,1.63539e-01,6.29892e-02,1.18010e+01,3.23530e-01
1.70000e+03,1.02526e-01,5.35571e-02,-1.20715e+01,2.41819e-01
1.80000e+03,1.26633e-01,5.34539e-02,-5.99854e+00,3.67841e-01
1.90000e+03,1.13910e-01,4.61311e-02,1.89261e+01,3.20831e-01
2.00000e+03,9.00233e-02,3.50028e-02,9.52045e+00,2.18692e-01
2.10000e+03,9.74828e-02,3.92263e-02,3.41361e+01,2.69031e-01
2.20000e+03,4.80953e-02,1.36901e-02,-1.42105e+01,9.93814e-02
2.30000e+03,8.00086e-02,2.79013e-02,1.07128e+01,2.08887e-01
2.40000e+03,7.47009e-02,2.20783e-02,3.54883e+00,2.23725e-01
2.50000e+03,1.72060e-02,9.42432e-03,2.99392e+01,2.16350e-01
2.60000e+03,4.32191e-02,1.43946e-02,3.73540e+01,2.93722e-01
2.70000e+03,2.45741e-02,9.35515e-03,2.42026e+01,2.53035e-01
2.80000e+03,4.18949e-02,1.91764e-02,3.62860e+01,1.38575e-01
2.90000e+03,4.46873e-02,1.93228e-02,3.30842e+01,1.24121e-01
3.00000e+03,3.11710e-02,1.62634e-02,3.92364e+01,4.80692e-02
3.10000e+03,1.28190e-02,4.74016e-03,5.71624e+01,5.82624e-02
3.20000e+03,3.47210e-02,1.21969e-02,6.23384e+01,8.52734e-02
3.30000e+03,6.92468e-02,2.28107e-02,8.59595e+01,2.09871e-01
3.40000e+03,5.30902e-02,2.26555e-02,9.79824e+01,2.13378e-01
3.50000e+03,2.53317e-02,1.03180e-02,7.45653e+01,1.31224e-01
3.60000e+03,1.59355e-02,8.37059e-03,1.20333e+02,1.64488e-01
3.70000e+03,1.60303e-02,6.62666e-03,1.27049e+02,8.71257e-02
3.80000e+03,3.78644e-02,1.56234e-02,9.07499e+01,2.14667e-01
3.90000e+03,2.94150e-02,1.11067e-02,5.27264e+01,3.03183e-01
4.00000e+03,3.37928e-02,1.23849e-02,-1.10919e+02,7.81991e-02
4.10000e+03,1.82671e-02,7.16235e-03,-1.07653e+02,1.75911e-01
4.20000e+03,2.43213e-02,9.99133e-03,-9.11606e+01,1.70563e-01
4.30000e+03,1.89154e-02,9.10980e-03,-6.28872e+01,8.40088e-02
4.40000e+03,3.89897e-02,1.07483e-02,-1.75405e+02,1.31284e-01
4.50000e+03,3.57764e-02,1.42314e-02,-2.04416e+02,1.40169e-01
4.60000e+03,2.50483e-02,7.65913e-03,-2.29974e+02,7.52632e-02
4.70000e+03,2.10126e-02,8.51571e-03,-3.20300e+02,5.44677e-02
4.80000e+03,1.11179e-02,4.64679e-03,-2.87708e+02,4.25606e-02
