iteration,mean_tau,std_tau,mean_p,std_p
1.00000e+02,7.54278e-01,4.25394e-01,1.72048e+02,6.88356e+00
2.00000e+02,5.65050e-01,2.68879e-01,2.21184e+02,1.03923e+01
3.00000e+02,4.69945e-01,1.62072e-01,3.52977e+02,4.26092e+00
4.00000e+02,2.76036e-01,1.29486e-01,8.63669e+01,2.31929e+00
5.00000e+02,3.06218e-01,1.52422e-01,2.32607e+02,1.60093e+00
6.00000e+02,8.65897e-01,3.48551e-01,2.95107e+02,7.66351e+00
7.00000e+02,7.96585e-01,2.55915e-01,2.15215e+02,5.58778e+00
8.00000e+02,5.41797e-01,1.90344e-01,-1.56675e+01,2.77082e+00
9.00000e+02,3.41980e-01,1.41518e-01,1.66520e+01,2.99614e+00
1.00000e+03,2.59154e-01,6.84481e-02,1.83779e+01,1.82435e+00
1.10000e+03,3.35990e-01,9.95021e-02,-3.77419e+01,1.18887e+00
1.20000e+03,1.49250e-01,9.18223e-02,-7.48461e+01,6.92379e-01
1.30000e+03,1.45801e-01,7.67663e-02,-5.90991e+01,5.80618e-01
1.40000e+03,1.11926e-01,5.49687e-02,-1.41474e+01,3.11267e-01
1.50000e+03,7.72567e-02,3.16500e-02,-4.51636e+00,6.52341e-01
1.60000e+03,7.96798e-02,3.48906e-02,3.64851e+01,3.74437e-01
1.70000e+03,8.02615e-02,3.14754e-02,1.02926e+01,2.49547e-01
1.80000e+03,4.76988e-02,1.74261e-02,3.48155e+01,1.82782e-01
1.90000e+03,4.26310e-02,1.11039e-02,3.80849e+01,2.07918e-01
2.00000e+03,3.43338e-02,1.82376e-02,5.64517e+01,8.76773e-02
2.10000e+03,4.04461e-02,1.80189e-02,3.01687e+01,1.54633e-01
2.20000e+03,2.17401e-02,1.00290e-02,4.44641e+01,2.25980e-01
2.30000e+03,5.46198e-02,1.56038e-02,3.04139e+01,1.80967e-01
2.40000e+03,7.26795e-02,2.32585e-02,5.13382e+01,2.18417e-01
2.50000e+03,3.14016e-02,1.40040e-02,5.74148e+01,1.93931e-01
2.60000e+03,2.56383e-02,1.34970e-02,8.02134e+01,1.91085e-01
2.70000e+03,2.39642e-02,9.13704e-03,4.56297e+01,1.86275e-01
2.80000e+03,1.69702e-02,8.35075e-03,6.79587e+01,5.52692e-02
2.90000e+03,3.38516e-02,1.08573e-02,8.81523e+01,1.72945e-01
3.00000e+03,3.76196e-02,1.47196e-02,1.09613e+02,1.66217e-01
3.10000e+03,3.46235e-02,1.51562e-02,1.23653e+02,7.48495e-02
3.20000e+03,5.28053e-02,2.53419e-02,1.24615e+02,2.47355e-01
3.30000e+03,4.15789e-02,1.74590e-02,2.14792e+02,2.99968e-01
3.40000e+03,1.70493e-02,9.00796e-03,1.96635e+02,1.94061e-01
3.50000e+03,3.39941e-02,1.49297e-02,1.86703e+02,2.33810e-01
3.60000e+03,3.37086e-02,1.24605e-02,2.16893e+02,1.39125e-01
3.70000e+03,3.07055e-02,1.08015e-02,2.63825e+02,2.80396e-01
3.80000e+03,1.66538e-02,7.49824e-03,2.07083e+02,9.79858e-02
3.90000e+03,2.29480e-02,8.64993e-03,1.13270e+02,1.73442e-01
4.00000e+03,1.50542e-02,6.34654e-03,7.29948e+01,8.42902e-02
4.10000e+03,3.25698e-02,1.22925e-02,3.91336e+01,2.32893e-01
4.20000e+03,5.17406e-02,1.90320e-02,-2.68310e+00,2.08540e-01
4.30000e+03,2.61761e-02,1.15027e-02,7.78341e-02,9.91708e-02
4.40000e+03,4.70746e-02,1.75903e-02,-1.26348e+01,4.04994e-01
4.50000e+03,4.37331e-02,2.06010e-02,-9.68924e+01,1.61358e-01
4.60000e+03,2.31631e-02,8.85216e-03,-1.47742e+02,1.28476e-01
4.70000e+03,1.44416e-02,8.35473e-03,-1.32835e+02,2.21949e-01
4.80000e+03,2.19639e-02,8.30948e-03,-2.05087e+02,1.18871e-01
4.90000e+03,3.60855e-02,1.13210e-02,-2.81256e+02,2.72578e-01
5.00000e+03,2.24114e-02,9.20440e-03,-2.74741e+02,5.36926e-02
5.10000e+03,2.53034e-02,1.17806e-02,-2.91712e+02,1.27404e-01
5.20000e+03,2.82235e-02,7.66888e-03,-3.63910e+02,7.14339e-02
5.30000e+03,3.59554e-02,1.09796e-02,-3.59164e+02,1.37984e-01
5.40000e+03,3.34584e-02,1.54571e-02,-3.73338e+02,8.23809e-02
5.50000e+03,2.08749e-02,6.61168e-03,-3.32361e+02,1.09293e-01
5.60000e+03,3.14582e-02,1.12204e-02,-3.14256e+02,1.02930e-01
5.70000e+03,2.42641e-02,9.23396e-03,-3.95416e+02,2.70711e-01
5.80000e+03,4.85242e-02,1.91763e-02,-3.30559e+02,3.58940e-01
5.90000e+03,1.55521e-02,6.96942e-03,-3.32533e+02,1.28620e-01
6.00000e+03,2.25349e-02,8.81925e-03,-3.27137e+02,1.21993e-01
6.10000e+03,2.91533e-02,1.09635e-02,-3.03528e+02,1.02235e-01
6.20000e+03,2.25807e-02,9.08415e-03,-2.77067e+02,2.23415e-01
6.30000e+03,6.66159e-02,2.99681e-02,-1.85757e+02,1.59045e-01
6.40000e+03,4.75719e-02,2.02632e-02,-1.60661e+02,2.84519e-01
6.50000e+03,5.10567e-02,1.52651e-02,-1.90479e+02,1.29559e-01
