t,x,y,z
0.00400,11.80000,6.30000,9.30000
0.00600,11.80000,6.30000,9.29960
0.00800,11.80000,6.30000,9.29910
0.01000,11.80000,6.30000,9.29840
0.01200,11.80000,6.30000,9.29750
0.01400,11.80000,6.30000,9.29630
0.01600,11.80000,6.30000,9.29500
0.01800,11.80000,6.30000,9.29340
0.02000,11.80000,6.30000,9.29170
0.02200,11.80000,6.30000,9.28970
0.02400,11.80000,6.29990,9.28760
0.02600,11.80000,6.29990,9.28530
0.02800,11.80000,6.29990,9.28280
0.03000,11.80000,6.29990,9.28010
0.03200,11.80000,6.29990,9.27720
0.03400,11.80000,6.29980,9.27420
0.03600,11.80000,6.29980,9.27090
0.03800,11.80000,6.29980,9.26760
0.04000,11.80000,6.29970,9.26400
0.04200,11.80000,6.29970,9.26020
0.04400,11.80000,6.29970,9.25630
0.04600,11.80000,6.29960,9.25220
0.04800,11.80000,6.29960,9.24800
0.05000,11.79900,6.29950,9.24360
0.05200,11.79900,6.29950,9.23910
0.05400,11.79900,6.29940,9.23430
0.05600,11.79900,6.29940,9.22940
0.05800,11.79900,6.29930,9.22440
0.06000,11.79900,6.29930,9.21920
0.06200,11.79900,6.29920,9.21390
0.06400,11.79900,6.29910,9.20840
0.06600,11.79900,6.29900,9.20280
0.06800,11.79900,6.29900,9.19700
0.07000,11.79900,6.29890,9.19110
0.07200,11.79900,6.29880,9.18500
0.07400,11.79900,6.29870,9.17880
0.07600,11.79800,6.29860,9.17240
0.07800,11.79800,6.29850,9.16590
0.08000,11.79800,6.29850,9.15930
0.08200,11.79800,6.29840,9.15250
0.08400,11.79800,6.29830,9.14560
0.08600,11.79800,6.29820,9.13860
0.08800,11.79800,6.29810,9.13140
0.09000,11.79800,6.29790,9.12410
0.09200,11.79800,6.29780,9.11670
0.09400,11.79800,6.29770,9.10910
0.09600,11.79700,6.29760,9.10140
0.09800,11.79700,6.29750,9.09370
0.10000,11.79700,6.29740,9.08580
0.10200,11.79700,6.29720,9.07780
0.10400,11.79700,6.29710,9.06960
0.10600,11.79700,6.29700,9.06130
0.10800,11.79700,6.29680,9.05290
0.11000,11.79600,6.29670,9.04440
0.11200,11.79600,6.29660,9.03570
0.11400,11.79600,6.29640,9.02700
0.11600,11.79600,6.29630,9.01810
0.11800,11.79600,6.29610,9.00920
0.12000,11.79600,6.29600,9.00010
0.12200,11.79600,6.29580,8.99090
0.12400,11.79500,6.29570,8.98160
0.12600,11.79500,6.29550,8.97220
0.12800,11.79500,6.29530,8.96270
0.13000,11.79500,6.29520,8.95310
0.13200,11.79500,6.29500,8.94340
0.13400,11.79500,6.29490,8.93360
0.13600,11.79400,6.29470,8.92370
0.13800,11.79400,6.29450,8.91370
0.14000,11.79400,6.29440,8.90360
0.14200,11.79400,6.29420,8.89340
0.14400,11.79400,6.29400,8.88320
0.14600,11.79400,6.29390,8.87280
0.14800,11.79300,6.29370,8.86240
0.15000,11.79300,6.29350,8.85190
0.15200,11.79300,6.29330,8.84120
0.15400,11.79300,6.29320,8.83050
0.15600,11.79300,6.29300,8.81970
0.15800,11.79200,6.29290,8.80880
0.16000,11.79200,6.29270,8.79780
0.16200,11.79200,6.29260,8.78670
0.16400,11.79200,6.29240,8.77550
0.16600,11.79200,6.29230,8.76430
0.16800,11.79200,6.29210,8.75290
0.17000,11.79200,6.29200,8.74150
0.17200,11.79100,6.29180,8.72990
0.17400,11.79100,6.29170,8.71830
0.17600,11.79100,6.29160,8.70660
0.17800,11.79100,6.29150,8.69490
0.18000,11.79100,6.29140,8.68300
0.18200,11.79100,6.29130,8.67100
0.18400,11.79100,6.29120,8.65900
0.18600,11.79100,6.29110,8.64680
0.18800,11.79000,6.29100,8.63470
0.19000,11.79000,6.29090,8.62230
0.19200,11.79000,6.29080,8.61000
0.19400,11.79000,6.29070,8.59750
0.19600,11.79000,6.29070,8.58500
0.19800,11.79000,6.29060,8.57240
0.20000,11.79000,6.29050,8.55970
0.20200,11.79000,6.29050,8.54690
0.20400,11.79000,6.29040,8.53400
0.20600,11.79000,6.29040,8.52100
0.20800,11.79000,6.29030,8.50800
0.21000,11.79000,6.29030,8.49490
0.21200,11.79000,6.29030,8.48170
0.21400,11.79000,6.29030,8.46840
0.21600,11.79000,6.29020,8.45500
0.21800,11.78900,6.29020,8.44160
0.22000,11.78900,6.29020,8.42800
0.22200,11.78900,6.29020,8.41440
0.22400,11.78900,6.29020,8.40070
0.22600,11.78900,6.29020,8.38690
0.22800,11.78900,6.29020,8.37300
0.23000,11.78900,6.29020,8.35900
0.23200,11.78900,6.29020,8.34500
0.23400,11.78900,6.29020,8.33080
0.23600,11.78900,6.29030,8.31660
0.23800,11.78900,6.29030,8.30230
0.24000,11.78900,6.29030,8.28790
0.24200,11.78900,6.29030,8.27340
0.24400,11.79000,6.29040,8.25890
0.24600,11.79000,6.29040,8.24430
0.24800,11.79000,6.29040,8.22960
0.25000,11.79000,6.29050,8.21480
0.25200,11.79000,6.29050,8.19990
0.25400,11.79000,6.29060,8.18490
0.25600,11.79000,6.29060,8.16990
0.25800,11.79000,6.29070,8.15470
0.26000,11.79000,6.29080,8.13950
0.26200,11.79000,6.29080,8.12420
0.26400,11.79000,6.29090,8.10880
0.26600,11.79000,6.29100,8.09330
0.26800,11.79000,6.29100,8.07780
0.27000,11.79000,6.29110,8.06220
0.27200,11.79000,6.29120,8.04640
0.27400,11.79000,6.29120,8.03070
0.27600,11.79100,6.29130,8.01480
0.27800,11.79100,6.29140,7.99880
0.28000,11.79100,6.29150,7.98280
0.28200,11.79100,6.29150,7.96670
0.28400,11.79100,6.29160,7.95050
0.28600,11.79100,6.29170,7.93430
0.28800,11.79100,6.29170,7.91790
0.29000,11.79100,6.29180,7.90150
0.29200,11.79100,6.29190,7.88500
0.29400,11.79100,6.29200,7.86840
0.29600,11.79100,6.29200,7.85180
0.29800,11.79100,6.29210,7.83500
0.30000,11.79100,6.29220,7.81820
0.30200,11.79200,6.29220,7.80140
0.30400,11.79200,6.29230,7.78440
0.30600,11.79200,6.29230,7.76740
0.30800,11.79200,6.29240,7.75030
0.31000,11.79200,6.29240,7.73320
0.31200,11.79200,6.29250,7.71590
0.31400,11.79200,6.29250,7.69860
0.31600,11.79200,6.29250,7.68130
0.31800,11.79200,6.29250,7.66380
0.32000,11.79200,6.29260,7.64630
0.32200,11.79200,6.29260,7.62880
0.32400,11.79200,6.29260,7.61120
0.32600,11.79200,6.29260,7.59350
