t,x,y,z
0.00400,11.80000,6.30000,9.30000
0.00600,11.80000,6.30000,9.29960
0.00800,11.80000,6.30000,9.29910
0.01000,11.80000,6.30000,9.29840
0.01200,11.80000,6.30000,9.29750
0.01400,11.80000,6.30000,9.29630
0.01600,11.80000,6.30000,9.29500
0.01800,11.80000,6.30000,9.29340
0.02000,11.80000,6.30000,9.29170
0.02200,11.80000,6.30000,9.28980
0.02400,11.80000,6.30000,9.28760
0.02600,11.80000,6.30000,9.28530
0.02800,11.80000,6.29990,9.28280
0.03000,11.80000,6.29990,9.28010
0.03200,11.80000,6.29990,9.27720
0.03400,11.80000,6.29990,9.27420
0.03600,11.80000,6.29990,9.27100
0.03800,11.80000,6.29980,9.26760
0.04000,11.80000,6.29980,9.26400
0.04200,11.80000,6.29980,9.26030
0.04400,11.80000,6.29970,9.25640
0.04600,11.80000,6.29970,9.25230
0.04800,11.80000,6.29970,9.24800
0.05000,11.79900,6.29960,9.24370
0.05200,11.79900,6.29960,9.23910
0.05400,11.79900,6.29950,9.23440
0.05600,11.79900,6.29950,9.22950
0.05800,11.79900,6.29940,9.22450
0.06000,11.79900,6.29940,9.21930
0.06200,11.79900,6.29930,9.21400
0.06400,11.79900,6.29920,9.20850
0.06600,11.79900,6.29920,9.20280
0.06800,11.79900,6.29910,9.19710
0.07000,11.79900,6.29900,9.19120
0.07200,11.79900,6.29890,9.18510
0.07400,11.79900,6.29880,9.17890
0.07600,11.79900,6.29880,9.17250
0.07800,11.79800,6.29870,9.16600
0.08000,11.79800,6.29860,9.15940
0.08200,11.79800,6.29850,9.15260
0.08400,11.79800,6.29840,9.14570
0.08600,11.79800,6.29830,9.13870
0.08800,11.79800,6.29820,9.13150
0.09000,11.79800,6.29810,9.12420
0.09200,11.79800,6.29800,9.11680
0.09400,11.79800,6.29790,9.10930
0.09600,11.79800,6.29780,9.10160
0.09800,11.79700,6.29760,9.09380
0.10000,11.79700,6.29750,9.08590
0.10200,11.79700,6.29740,9.07790
0.10400,11.79700,6.29730,9.06970
0.10600,11.79700,6.29720,9.06150
0.10800,11.79700,6.29700,9.05300
0.11000,11.79700,6.29690,9.04460
0.11200,11.79600,6.29680,9.03590
0.11400,11.79600,6.29660,9.02720
0.11600,11.79600,6.29650,9.01840
0.11800,11.79600,6.29630,9.00940
0.12000,11.79600,6.29620,9.00030
0.12200,11.79600,6.29600,8.99120
0.12400,11.79600,6.29590,8.98180
0.12600,11.79500,6.29580,8.97240
0.12800,11.79500,6.29560,8.96290
0.13000,11.79500,6.29540,8.95330
0.13200,11.79500,6.29530,8.94370
0.13400,11.79500,6.29510,8.93380
0.13600,11.79500,6.29500,8.92400
0.13800,11.79400,6.29480,8.91400
0.14000,11.79400,6.29470,8.90390
0.14200,11.79400,6.29450,8.89380
0.14400,11.79400,6.29430,8.88350
0.14600,11.79400,6.29420,8.87320
0.14800,11.79400,6.29400,8.86270
0.15000,11.79300,6.29380,8.85220
0.15200,11.79300,6.29370,8.84160
0.15400,11.79300,6.29350,8.83090
0.15600,11.79300,6.29340,8.82010
0.15800,11.79300,6.29320,8.80920
0.16000,11.79300,6.29310,8.79820
0.16200,11.79200,6.29290,8.78720
0.16400,11.79200,6.29280,8.77600
0.16600,11.79200,6.29260,8.76480
0.16800,11.79200,6.29250,8.75340
0.17000,11.79200,6.29240,8.74200
0.17200,11.79200,6.29230,8.73050
0.17400,11.79200,6.29220,8.71890
0.17600,11.79100,6.29200,8.70720
0.17800,11.79100,6.29190,8.69540
0.18000,11.79100,6.29180,8.68360
0.18200,11.79100,6.29170,8.67160
0.18400,11.79100,6.29160,8.65960
0.18600,11.79100,6.29150,8.64750
0.18800,11.79100,6.29140,8.63530
0.19000,11.79100,6.29130,8.62300
0.19200,11.79000,6.29130,8.61070
0.19400,11.79000,6.29120,8.59820
0.19600,11.79000,6.29110,8.58570
0.19800,11.79000,6.29110,8.57310
0.20000,11.79000,6.29100,8.56040
0.20200,11.79000,6.29090,8.54760
0.20400,11.79000,6.29090,8.53480
0.20600,11.79000,6.29080,8.52180
0.20800,11.79000,6.29080,8.50880
0.21000,11.79000,6.29080,8.49570
0.21200,11.79000,6.29070,8.48250
0.21400,11.79000,6.29070,8.46920
0.21600,11.79000,6.29070,8.45590
0.21800,11.79000,6.29070,8.44240
0.22000,11.79000,6.29060,8.42890
0.22200,11.78900,6.29060,8.41530
0.22400,11.78900,6.29060,8.40160
0.22600,11.78900,6.29060,8.38780
0.22800,11.78900,6.29060,8.37390
0.23000,11.78900,6.29060,8.36000
0.23200,11.78900,6.29060,8.34600
0.23400,11.78900,6.29060,8.33190
0.23600,11.78900,6.29060,8.31770
0.23800,11.78900,6.29070,8.30340
0.24000,11.79000,6.29070,8.28910
0.24200,11.79000,6.29070,8.27460
0.24400,11.79000,6.29080,8.26010
0.24600,11.79000,6.29080,8.24550
0.24800,11.79000,6.29080,8.23080
0.25000,11.79000,6.29090,8.21610
0.25200,11.79000,6.29090,8.20120
0.25400,11.79000,6.29100,8.18630
0.25600,11.79000,6.29100,8.17130
0.25800,11.79000,6.29110,8.15620
0.26000,11.79000,6.29110,8.14100
0.26200,11.79000,6.29120,8.12570
0.26400,11.79000,6.29130,8.11040
0.26600,11.79000,6.29130,8.09490
0.26800,11.79000,6.29140,8.07940
0.27000,11.79000,6.29150,8.06380
0.27200,11.79100,6.29150,8.04810
0.27400,11.79100,6.29160,8.03240
0.27600,11.79100,6.29170,8.01660
0.27800,11.79100,6.29170,8.00060
0.28000,11.79100,6.29180,7.98470
0.28200,11.79100,6.29190,7.96860
0.28400,11.79100,6.29190,7.95240
0.28600,11.79100,6.29200,7.93620
0.28800,11.79100,6.29210,7.91990
0.29000,11.79100,6.29210,7.90350
0.29200,11.79100,6.29220,7.88700
0.29400,11.79100,6.29220,7.87050
0.29600,11.79200,6.29230,7.85390
0.29800,11.79200,6.29230,7.83720
0.30000,11.79200,6.29230,7.82040
0.30200,11.79200,6.29240,7.80350
0.30400,11.79200,6.29240,7.78660
0.30600,11.79200,6.29240,7.76960
0.30800,11.79200,6.29240,7.75250
0.31000,11.79200,6.29250,7.73540
0.31200,11.79200,6.29250,7.71810
0.31400,11.79200,6.29250,7.70090
0.31600,11.79200,6.29250,7.68350
0.31800,11.79200,6.29250,7.66610
0.32000,11.79200,6.29240,7.64860
0.32200,11.79200,6.29240,7.63110
0.32400,11.79200,6.29240,7.61350
0.32600,11.79200,6.29240,7.59580
