t,x,y,z
0.00800,11.80000,5.70000,9.30000
0.01200,11.80000,5.70000,9.29860
0.01600,11.80000,5.70000,9.29680
0.02000,11.80000,5.70000,9.29440
0.02400,11.80000,5.70010,9.29150
0.02800,11.80000,5.70020,9.28790
0.03200,11.80000,5.70030,9.28400
0.03600,11.80000,5.70040,9.27960
0.04000,11.80000,5.70050,9.27470
0.04400,11.80000,5.70060,9.26950
0.04800,11.80000,5.70070,9.26390
0.05200,11.79900,5.70080,9.25790
0.05600,11.79900,5.70090,9.25160
0.06000,11.79900,5.70110,9.24510
0.06400,11.79900,5.70130,9.23820
0.06800,11.79900,5.70150,9.23090
0.07200,11.79900,5.70170,9.22340
0.07600,11.79900,5.70180,9.21560
0.08000,11.79800,5.70200,9.20740
0.08400,11.79800,5.70230,9.19900
0.08800,11.79800,5.70250,9.19040
0.09200,11.79800,5.70270,9.18150
0.09600,11.79800,5.70290,9.17240
0.10000,11.79700,5.70320,9.16300
0.10400,11.79700,5.70340,9.15330
0.10800,11.79700,5.70370,9.14340
0.11200,11.79700,5.70390,9.13330
0.11600,11.79700,5.70410,9.12290
0.12000,11.79600,5.70430,9.11230
0.12400,11.79600,5.70460,9.10150
0.12800,11.79600,5.70480,9.09050
0.13200,11.79600,5.70500,9.07920
0.13600,11.79600,5.70520,9.06780
0.14000,11.79500,5.70550,9.05610
0.14400,11.79500,5.70570,9.04430
0.14800,11.79500,5.70590,9.03220
0.15200,11.79500,5.70610,9.02000
0.15600,11.79500,5.70630,9.00760
0.16000,11.79500,5.70650,8.99500
0.16400,11.79400,5.70670,8.98220
0.16800,11.79400,5.70680,8.96910
0.17200,11.79400,5.70700,8.95600
0.17600,11.79400,5.70710,8.94260
0.18000,11.79400,5.70720,8.92910
0.18400,11.79400,5.70730,8.91540
0.18800,11.79400,5.70740,8.90150
0.19200,11.79400,5.70750,8.88750
0.19600,11.79400,5.70760,8.87330
0.20000,11.79400,5.70760,8.85890
0.20400,11.79400,5.70760,8.84440
0.20800,11.79400,5.70770,8.82970
0.21200,11.79400,5.70760,8.81480
0.21600,11.79400,5.70760,8.79980
0.22000,11.79400,5.70760,8.78470
0.22400,11.79400,5.70760,8.76930
0.22800,11.79400,5.70750,8.75380
