t,x,y,z
0.00800,11.20000,5.70000,8.70000
0.01200,11.20000,5.70000,8.69860
0.01600,11.20000,5.69990,8.69680
0.02000,11.20000,5.69990,8.69430
0.02400,11.20000,5.69980,8.69130
0.02800,11.20000,5.69970,8.68770
0.03200,11.20000,5.69970,8.68360
0.03600,11.19900,5.69950,8.67910
0.04000,11.19900,5.69940,8.67420
0.04400,11.19900,5.69930,8.66890
0.04800,11.19900,5.69910,8.66320
0.05200,11.19900,5.69890,8.65710
0.05600,11.19900,5.69870,8.65060
0.06000,11.19800,5.69850,8.64390
0.06400,11.19800,5.69830,8.63680
0.06800,11.19800,5.69800,8.62940
0.07200,11.19800,5.69780,8.62170
0.07600,11.19700,5.69750,8.61360
0.08000,11.19700,5.69720,8.60530
0.08400,11.19700,5.69690,8.59680
0.08800,11.19600,5.69660,8.58790
0.09200,11.19600,5.69620,8.57870
0.09600,11.19600,5.69590,8.56930
0.10000,11.19500,5.69540,8.55960
0.10400,11.19500,5.69500,8.54970
0.10800,11.19400,5.69460,8.53960
0.11200,11.19400,5.69420,8.52920
0.11600,11.19300,5.69370,8.51850
0.12000,11.19300,5.69320,8.50770
0.12400,11.19200,5.69270,8.49660
0.12800,11.19200,5.69220,8.48520
0.13200,11.19100,5.69160,8.47370
0.13600,11.19100,5.69100,8.46200
0.14000,11.19000,5.69040,8.45000
0.14400,11.18900,5.68980,8.43800
0.14800,11.18900,5.68920,8.42560
0.15200,11.18800,5.68850,8.41320
0.15600,11.18700,5.68780,8.40060
0.16000,11.18600,5.68710,8.38780
0.16400,11.18600,5.68630,8.37460
0.16800,11.18500,5.68560,8.36140
0.17200,11.18400,5.68470,8.34800
0.17600,11.18300,5.68390,8.33440
0.18000,11.18200,5.68310,8.32070
0.18400,11.18100,5.68210,8.30690
0.18800,11.18100,5.68120,8.29300
0.19200,11.18000,5.68030,8.27890
0.19600,11.17900,5.67930,8.26470
0.20000,11.17800,5.67830,8.25020
0.20400,11.17600,5.67720,8.23570
0.20800,11.17500,5.67620,8.22110
0.21200,11.17400,5.67510,8.20630
0.21600,11.17300,5.67390,8.19130
0.22000,11.17200,5.67270,8.17630
0.22400,11.17100,5.67160,8.16130
0.22800,11.16900,5.67030,8.14600
0.23200,11.16800,5.66910,8.13070
0.23600,11.16700,5.66780,8.11530
0.24000,11.16600,5.66650,8.09990
0.24400,11.16400,5.66510,8.08430
0.24800,11.16300,5.66380,8.06860
0.25200,11.16100,5.66240,8.05280
0.25600,11.16000,5.66100,8.03710
0.26000,11.15800,5.65950,8.02120
0.26400,11.15700,5.65800,8.00530
0.26800,11.15500,5.65650,7.98940
0.27200,11.15400,5.65500,7.97340
0.27600,11.15200,5.65340,7.95730
0.28000,11.15100,5.65190,7.94130
0.28400,11.14900,5.65030,7.92520
0.28800,11.14700,5.64860,7.90910
0.29200,11.14600,5.64690,7.89280
0.29600,11.14400,5.64530,7.87660
0.30000,11.14200,5.64350,7.86010
0.30400,11.14000,5.64180,7.84360
0.30800,11.13800,5.64000,7.82690
0.31200,11.13700,5.63810,7.81020
0.31600,11.13500,5.63630,7.79340
0.32000,11.13300,5.63440,7.77650
0.32400,11.13100,5.63250,7.75940
0.32800,11.12900,5.63050,7.74230
0.33200,11.12700,5.62860,7.72510
0.33600,11.12500,5.62660,7.70790
0.34000,11.12300,5.62450,7.69040
0.34400,11.12100,5.62240,7.67300
0.34800,11.11900,5.62040,7.65550
0.35200,11.11600,5.61820,7.63790
0.35600,11.11400,5.61610,7.62030
0.36000,11.11200,5.61390,7.60250
0.36400,11.11000,5.61170,7.58480
0.36800,11.10700,5.60930,7.56690
0.37200,11.10500,5.60710,7.54900
0.37600,11.10300,5.60480,7.53120
0.38000,11.10100,5.60240,7.51340
0.38400,11.09800,5.60010,7.49540
0.38800,11.09600,5.59760,7.47760
0.39200,11.09300,5.59520,7.45940
0.39600,11.09100,5.59270,7.44120
0.40000,11.08800,5.59020,7.42280
0.40400,11.08600,5.58760,7.40430
0.40800,11.08300,5.58500,7.38560
0.41200,11.08100,5.58240,7.36680
0.41600,11.07800,5.57960,7.34780
0.42000,11.07500,5.57690,7.32860
