 x, y, z, s
   8.83899117     ,   2.14166188     ,   4.35062265     ,   9.91279888    
   8.81878090     ,   2.14167976     ,   4.33517742     ,   9.93823528    
   8.79852867     ,   2.14179182     ,   4.31980038     ,   9.96366405    
   8.77823544     ,   2.14199781     ,   4.30449200     ,   9.98908424    
   8.75790119     ,   2.14229751     ,   4.28925419     ,   10.0144978    
   8.73752785     ,   2.14269114     ,   4.27408600     ,   10.0398998    
   8.71711445     ,   2.14317822     ,   4.25898886     ,   10.0652943    
   8.69666290     ,   2.14375854     ,   4.24396420     ,   10.0906773    
   8.67617321     ,   2.14443183     ,   4.22901249     ,   10.1160517    
   8.65564632     ,   2.14519835     ,   4.21413326     ,   10.1414156    
   8.63508415     ,   2.14605761     ,   4.19932842     ,   10.1667681    
   8.61448479     ,   2.14700937     ,   4.18459892     ,   10.1921091    
   8.59385204     ,   2.14805365     ,   4.16994476     ,   10.2174377    
   8.57318401     ,   2.14919043     ,   4.15536737     ,   10.2427549    
   8.55248356     ,   2.15041900     ,   4.14086676     ,   10.2680597    
   8.53174877     ,   2.15173960     ,   4.12644434     ,   10.2933512    
   8.51098347     ,   2.15315199     ,   4.11210012     ,   10.3186283    
   8.49018574     ,   2.15465593     ,   4.09783602     ,   10.3438931    
   8.46935844     ,   2.15625143     ,   4.08365154     ,   10.3691425    
   8.44849968     ,   2.15793848     ,   4.06954813     ,   10.3943768    
   8.42761230     ,   2.15971613     ,   4.05552673     ,   10.4195976    
   8.40669727     ,   2.16158485     ,   4.04158688     ,   10.4448023    
   8.38575363     ,   2.16354418     ,   4.02773142     ,   10.4699907    
   8.36478233     ,   2.16559458     ,   4.01395893     ,   10.4951639    
   8.34378338     ,   2.16773510     ,   4.00027180     ,   10.5203199    
   8.32275867     ,   2.16996622     ,   3.98667026     ,   10.5454607    
   8.30170631     ,   2.17228794     ,   3.97315526     ,   10.5705853    
   8.28062630     ,   2.17469978     ,   3.95972753     ,   10.5956945    
   8.25952148     ,   2.17720199     ,   3.94638777     ,   10.6207867    
   8.23838997     ,   2.17979431     ,   3.93313742     ,   10.6458645    
   8.21723175     ,   2.18247676     ,   3.91997671     ,   10.6709251    
   8.19604874     ,   2.18524909     ,   3.90690684     ,   10.6959696    
   8.17484093     ,   2.18811154     ,   3.89392853     ,   10.7209978    
   8.15360641     ,   2.19106364     ,   3.88104248     ,   10.7460108    
   8.13234711     ,   2.19410563     ,   3.86824942     ,   10.7710085    
   8.11106396     ,   2.19723725     ,   3.85555124     ,   10.7959881    
   8.08975506     ,   2.20045829     ,   3.84294748     ,   10.8209543    
   8.06842327     ,   2.20376897     ,   3.83043909     ,   10.8459034    
   8.04706669     ,   2.20716906     ,   3.81802750     ,   10.8708372    
   8.02568626     ,   2.21065855     ,   3.80571365     ,   10.8957548    
   8.00428200     ,   2.21423721     ,   3.79349756     ,   10.9206591    
   7.98285437     ,   2.21790528     ,   3.78138089     ,   10.9455471    
   7.96140432     ,   2.22166204     ,   3.76936412     ,   10.9704189    
   7.93993092     ,   2.22550821     ,   3.75744772     ,   10.9952765    
   7.91843414     ,   2.22944307     ,   3.74563360     ,   11.0201197    
   7.89691639     ,   2.23346663     ,   3.73392153     ,   11.0449467    
   7.87537527     ,   2.23757935     ,   3.72231293     ,   11.0697594    
   7.85381222     ,   2.24178052     ,   3.71080828     ,   11.0945578    
   7.83222818     ,   2.24607038     ,   3.69940877     ,   11.1193419    
   7.81062174     ,   2.25044870     ,   3.68811488     ,   11.1441126    
   7.78899479     ,   2.25491548     ,   3.67692709     ,   11.1688681    
   7.76734638     ,   2.25947046     ,   3.66584778     ,   11.1936102    
   7.74567652     ,   2.26411390     ,   3.65487599     ,   11.2183399    
   7.72398663     ,   2.26884556     ,   3.64401388     ,   11.2430544    
   7.70227671     ,   2.27366519     ,   3.63326192     ,   11.2677555    
   7.68054676     ,   2.27857304     ,   3.62262034     ,   11.2924442    
   7.65879583     ,   2.28356886     ,   3.61209035     ,   11.3171215    
   7.63702631     ,   2.28865218     ,   3.60167313     ,   11.3417845    
   7.61523676     ,   2.29382348     ,   3.59136891     ,   11.3664360    
   7.59342813     ,   2.29908252     ,   3.58117914     ,   11.3910761    
   7.57160044     ,   2.30442905     ,   3.57110453     ,   11.4157038    
   7.54975414     ,   2.30986333     ,   3.56114578     ,   11.4403200    
   7.52789021     ,   2.31538486     ,   3.55130315     ,   11.4649248    
   7.50600672     ,   2.32099390     ,   3.54157877     ,   11.4895191    
   7.48410559     ,   2.32669020     ,   3.53197241     ,   11.5141039    
   7.46218634     ,   2.33247352     ,   3.52248526     ,   11.5386782    
   7.44024944     ,   2.33834410     ,   3.51311803     ,   11.5632429    
   7.41829586     ,   2.34430170     ,   3.50387192     ,   11.5877981    
   7.39632511     ,   2.35034633     ,   3.49474764     ,   11.6123447    
   7.37433767     ,   2.35647774     ,   3.48574567     ,   11.6368809    
   7.35233307     ,   2.36269617     ,   3.47686696     ,   11.6614113    
   7.33031178     ,   2.36900091     ,   3.46811295     ,   11.6859341    
   7.30827475     ,   2.37539244     ,   3.45948339     ,   11.7104473    
   7.28622150     ,   2.38187075     ,   3.45098042     ,   11.7349558    
   7.26415253     ,   2.38843536     ,   3.44260406     ,   11.7594566    
   7.24206829     ,   2.39508653     ,   3.43435526     ,   11.7839518    
   7.21996927     ,   2.40182352     ,   3.42623448     ,   11.8084402    
   7.19785452     ,   2.40864706     ,   3.41824341     ,   11.8329248    
   7.17572498     ,   2.41555667     ,   3.41038203     ,   11.8574047    
   7.15358067     ,   2.42255259     ,   3.40265203     ,   11.8818798    
   7.13142252     ,   2.42963433     ,   3.39505339     ,   11.9063520    
   7.10925007     ,   2.43680167     ,   3.38758779     ,   11.9308214    
   7.08706379     ,   2.44405508     ,   3.38025546     ,   11.9552879    
   7.06486368     ,   2.45139432     ,   3.37305760     ,   11.9797525    
   7.04265070     ,   2.45881891     ,   3.36599469     ,   12.0042152    
   7.02042389     ,   2.46632910     ,   3.35906744     ,   12.0286779    
   6.99818420     ,   2.47392511     ,   3.35227728     ,   12.0531406    
   6.97593212     ,   2.48160601     ,   3.34562540     ,   12.0776024    
   6.95366764     ,   2.48937273     ,   3.33911133     ,   12.1020660    
   6.93139029     ,   2.49722433     ,   3.33273649     ,   12.1265316    
   6.90910101     ,   2.50516129     ,   3.32650232     ,   12.1509991    
   6.88680029     ,   2.51318312     ,   3.32040858     ,   12.1754694    
   6.86448812     ,   2.52129006     ,   3.31445694     ,   12.1999435    
   6.84216452     ,   2.52948189     ,   3.30864787     ,   12.2244215    
   6.81982946     ,   2.53775859     ,   3.30298281     ,   12.2489052    
   6.79748392     ,   2.54611993     ,   3.29746175     ,   12.2733946    
   6.77512836     ,   2.55456591     ,   3.29208612     ,   12.2978897    
   6.75276089     ,   2.56309652     ,   3.28685617     ,   12.3223934    
   6.73038483     ,   2.57171178     ,   3.28177333     ,   12.3469028    
   6.70799732     ,   2.58041120     ,   3.27683783     ,   12.3714237    
   6.68560123     ,   2.58919501     ,   3.27205133     ,   12.3959522    
   6.66319513     ,   2.59806323     ,   3.26741409     ,   12.4204912    
   6.64077997     ,   2.60701537     ,   3.26292682     ,   12.4450417    
   6.61835575     ,   2.61605191     ,   3.25859070     ,   12.4696035    
   6.59592295     ,   2.62517214     ,   3.25440669     ,   12.4941778    
   6.57348156     ,   2.63437605     ,   3.25037313     ,   12.5187664    
   6.55103302     ,   2.64366293     ,   3.24648809     ,   12.5433683    
   6.52857685     ,   2.65303230     ,   3.24274945     ,   12.5679865    
   6.50611401     ,   2.66248369     ,   3.23915362     ,   12.5926199    
   6.48364544     ,   2.67201591     ,   3.23569870     ,   12.6172705    
   6.46117258     ,   2.68162870     ,   3.23238230     ,   12.6419373    
   6.43869305     ,   2.69132161     ,   3.22920108     ,   12.6666231    
   6.41621161     ,   2.70109367     ,   3.22615361     ,   12.6913252    
   6.39372635     ,   2.71094465     ,   3.22323608     ,   12.7160473    
   6.37123775     ,   2.72087359     ,   3.22044706     ,   12.7407875    
   6.34874821     ,   2.73088002     ,   3.21778369     ,   12.7655468    
   6.32625628     ,   2.74096346     ,   3.21524310     ,   12.7903261    
   6.30376339     ,   2.75112271     ,   3.21282315     ,   12.8151245    
   6.28127098     ,   2.76135778     ,   3.21052098     ,   12.8399429    
   6.25877857     ,   2.77166820     ,   3.20833445     ,   12.8647823    
   6.23628759     ,   2.78205252     ,   3.20626020     ,   12.8896427    
   6.21379805     ,   2.79251099     ,   3.20429683     ,   12.9145222    
   6.19131088     ,   2.80304265     ,   3.20244074     ,   12.9394226    
   6.16882658     ,   2.81364679     ,   3.20069051     ,   12.9643431    
   6.14634609     ,   2.82432270     ,   3.19904256     ,   12.9892855    
   6.12386942     ,   2.83507013     ,   3.19749451     ,   13.0142469    
   6.10139751     ,   2.84588790     ,   3.19604421     ,   13.0392284    
   6.07893133     ,   2.85677600     ,   3.19468927     ,   13.0642319    
   6.05647135     ,   2.86773372     ,   3.19342661     ,   13.0892544    
   6.03401756     ,   2.87876010     ,   3.19225383     ,   13.1142979    
   6.01157141     ,   2.88985491     ,   3.19116902     ,   13.1393604    
   5.98913336     ,   2.90101695     ,   3.19016838     ,   13.1644411    
   5.96670341     ,   2.91224623     ,   3.18925023     ,   13.1895418    
   5.94428301     ,   2.92354202     ,   3.18841243     ,   13.2146606    
   5.92187214     ,   2.93490362     ,   3.18765140     ,   13.2397976    
   5.89947224     ,   2.94633007     ,   3.18696523     ,   13.2649536    
   5.87708330     ,   2.95782137     ,   3.18635130     ,   13.2901278    
   5.85470581     ,   2.96937633     ,   3.18580699     ,   13.3153181    
   5.83234072     ,   2.98099470     ,   3.18532991     ,   13.3405256    
   5.80998850     ,   2.99267578     ,   3.18491745     ,   13.3657503    
   5.78765011     ,   3.00441885     ,   3.18456650     ,   13.3909893    
   5.76532555     ,   3.01622343     ,   3.18427539     ,   13.4162445    
   5.74301624     ,   3.02808905     ,   3.18404150     ,   13.4415150    
   5.72072220     ,   3.04001474     ,   3.18386149     ,   13.4667988    
   5.69844437     ,   3.05200028     ,   3.18373370     ,   13.4920959    
   5.67618275     ,   3.06404448     ,   3.18365550     ,   13.5174074    
   5.65393925     ,   3.07614708     ,   3.18362355     ,   13.5427303    
   5.63171291     ,   3.08830762     ,   3.18363619     ,   13.5680666    
   5.60950565     ,   3.10052538     ,   3.18369031     ,   13.5934124    
   5.58731747     ,   3.11279941     ,   3.18378377     ,   13.6187696    
   5.56514931     ,   3.12512970     ,   3.18391347     ,   13.6441374    
   5.54300165     ,   3.13751483     ,   3.18407750     ,   13.6695127    
   5.52087498     ,   3.14995503     ,   3.18427348     ,   13.6948977    
   5.49876976     ,   3.16244936     ,   3.18449783     ,   13.7202892    
   5.47668743     ,   3.17499685     ,   3.18474889     ,   13.7456894    
   5.45462751     ,   3.18759727     ,   3.18502426     ,   13.7710953    
   5.43259144     ,   3.20024991     ,   3.18532038     ,   13.7965069    
   5.41057968     ,   3.21295428     ,   3.18563581     ,   13.8219242    
   5.38859272     ,   3.22570944     ,   3.18596721     ,   13.8473454    
   5.36663151     ,   3.23851514     ,   3.18631291     ,   13.8727694    
   5.34469604     ,   3.25137067     ,   3.18666911     ,   13.8981962    
   5.32278728     ,   3.26427531     ,   3.18703461     ,   13.9236269    
   5.30090618     ,   3.27722812     ,   3.18740582     ,   13.9490566    
   5.27905273     ,   3.29022932     ,   3.18778086     ,   13.9744873    
   5.25722790     ,   3.30327749     ,   3.18815684     ,   13.9999180    
   5.23543262     ,   3.31637263     ,   3.18853140     ,   14.0253477    
   5.21366692     ,   3.32951355     ,   3.18890142     ,   14.0507755    
   5.19193172     ,   3.34270024     ,   3.18926549     ,   14.0762005    
   5.17022800     ,   3.35593152     ,   3.18962026     ,   14.1016216    
   5.14855576     ,   3.36920691     ,   3.18996358     ,   14.1270390    
   5.12691593     ,   3.38252640     ,   3.19029236     ,   14.1524506    
   5.10530901     ,   3.39588857     ,   3.19060516     ,   14.1778584    
   5.08373547     ,   3.40929294     ,   3.19089818     ,   14.2032576    
   5.06219673     ,   3.42273951     ,   3.19116902     ,   14.2286510    
   5.04069233     ,   3.43622661     ,   3.19141626     ,   14.2540359    
   5.01922369     ,   3.44975471     ,   3.19163585     ,   14.2794132    
   4.99779129     ,   3.46332240     ,   3.19182658     ,   14.3047791    
   4.97639561     ,   3.47692943     ,   3.19198489     ,   14.3301363    
   4.95503712     ,   3.49057531     ,   3.19210887     ,   14.3554821    
   4.93371677     ,   3.50425959     ,   3.19219589     ,   14.3808165    
   4.91243505     ,   3.51798058     ,   3.19224358     ,   14.4061384    
   4.89119244     ,   3.53173900     ,   3.19224858     ,   14.4314470    
   4.86999035     ,   3.54553294     ,   3.19220972     ,   14.4567413    
   4.84882832     ,   3.55936313     ,   3.19212270     ,   14.4820223    
   4.82770729     ,   3.57322812     ,   3.19198656     ,   14.5072880    
   4.80662823     ,   3.58712721     ,   3.19179773     ,   14.5325375    
   4.78559113     ,   3.60106039     ,   3.19155431     ,   14.5577717    
   4.76459789     ,   3.61502695     ,   3.19125366     ,   14.5829878    
   4.74364758     ,   3.62902522     ,   3.19089270     ,   14.6081877    
   4.72274160     ,   3.64305615     ,   3.19046926     ,   14.6333694    
   4.70188046     ,   3.65711784     ,   3.18998098     ,   14.6585331    
   4.68106556     ,   3.67121053     ,   3.18942571     ,   14.6836758    
   4.66029596     ,   3.68533325     ,   3.18879962     ,   14.7087994    
   4.63957357     ,   3.69948506     ,   3.18810129     ,   14.7339039    
   4.61889839     ,   3.71366620     ,   3.18732762     ,   14.7589874    
   4.59827137     ,   3.72787523     ,   3.18647623     ,   14.7840500    
   4.57769299     ,   3.74211192     ,   3.18554449     ,   14.8090916    
   4.55716419     ,   3.75637555     ,   3.18453074     ,   14.8341093    
   4.53668451     ,   3.77066541     ,   3.18343091     ,   14.8591061    
   4.51625586     ,   3.78498125     ,   3.18224335     ,   14.8840809    
   4.49587870     ,   3.79932213     ,   3.18096542     ,   14.9090319    
   4.47555256     ,   3.81368756     ,   3.17959452     ,   14.9339600    
   4.45527935     ,   3.82807684     ,   3.17812800     ,   14.9588642    
   4.43505907     ,   3.84248924     ,   3.17656398     ,   14.9837437    
   4.41489220     ,   3.85692453     ,   3.17489862     ,   15.0086002    
   4.39478016     ,   3.87138176     ,   3.17313075     ,   15.0334320    
   4.37472248     ,   3.88586044     ,   3.17125702     ,   15.0582399    
   4.35472059     ,   3.90036011     ,   3.16927528     ,   15.0830231    
   4.33477497     ,   3.91487956     ,   3.16718292     ,   15.1077824    
   4.31488562     ,   3.92941976     ,   3.16497874     ,   15.1325178    
   4.29505157     ,   3.94397998     ,   3.16266704     ,   15.1572313    
   4.27527285     ,   3.95856142     ,   3.16025090     ,   15.1819229    
   4.25554752     ,   3.97316504     ,   3.15773439     ,   15.2065945    
   4.23587561     ,   3.98779154     ,   3.15512085     ,   15.2312469    
   4.21625614     ,   4.00244093     ,   3.15241432     ,   15.2558823    
   4.19668770     ,   4.01711464     ,   3.14961863     ,   15.2805004    
   4.17716980     ,   4.03181314     ,   3.14673686     ,   15.3051043    
   4.15770197     ,   4.04653692     ,   3.14377356     ,   15.3296919    
   4.13828325     ,   4.06128693     ,   3.14073229     ,   15.3542662    
   4.11891270     ,   4.07606411     ,   3.13761640     ,   15.3788280    
   4.09958887     ,   4.09086800     ,   3.13442993     ,   15.4033785    
   4.08031178     ,   4.10570049     ,   3.13117647     ,   15.4279175    
   4.06107998     ,   4.12056208     ,   3.12785959     ,   15.4524479    
   4.04189348     ,   4.13545322     ,   3.12448359     ,   15.4769688    
   4.02275085     ,   4.15037441     ,   3.12105179     ,   15.5014801    
   4.00365114     ,   4.16532660     ,   3.11756778     ,   15.5259857    
   3.98459387     ,   4.18031025     ,   3.11403584     ,   15.5504837    
   3.96557760     ,   4.19532681     ,   3.11045909     ,   15.5749769    
   3.94660258     ,   4.21037579     ,   3.10684133     ,   15.5994644    
   3.92766714     ,   4.22545910     ,   3.10318685     ,   15.6239471    
   3.90877080     ,   4.24057674     ,   3.09949875     ,   15.6484270    
   3.88991213     ,   4.25572920     ,   3.09578133     ,   15.6729031    
   3.87109065     ,   4.27091742     ,   3.09203792     ,   15.6973772    
   3.85230637     ,   4.28614235     ,   3.08827209     ,   15.7218475    
   3.83355713     ,   4.30140448     ,   3.08448839     ,   15.7463179    
   3.81484294     ,   4.31670475     ,   3.08068919     ,   15.7707872    
   3.79616237     ,   4.33204317     ,   3.07687998     ,   15.7952557    
   3.77751541     ,   4.34742069     ,   3.07306290     ,   15.8197250    
   3.75890040     ,   4.36283875     ,   3.06924295     ,   15.8441954    
   3.74031687     ,   4.37829685     ,   3.06542253     ,   15.8686676    
   3.72176409     ,   4.39379692     ,   3.06160665     ,   15.8931427    
   3.70324087     ,   4.40933895     ,   3.05779791     ,   15.9176207    
   3.68474650     ,   4.42492342     ,   3.05400085     ,   15.9421024    
   3.66628075     ,   4.44055128     ,   3.05021906     ,   15.9665880    
   3.64784241     ,   4.45622349     ,   3.04645610     ,   15.9910765    
   3.62942958     ,   4.47194004     ,   3.04271579     ,   16.0155735    
   3.61104345     ,   4.48770237     ,   3.03900194     ,   16.0400734    
   3.59268141     ,   4.50351095     ,   3.03531790     ,   16.0645828    
   3.57434392     ,   4.51936626     ,   3.03166819     ,   16.0890980    
   3.55602884     ,   4.53526974     ,   3.02805567     ,   16.1136208    
   3.53773642     ,   4.55122089     ,   3.02448463     ,   16.1381531    
   3.51946568     ,   4.56722116     ,   3.02095866     ,   16.1626930    
   3.50121546     ,   4.58327055     ,   3.01748133     ,   16.1872444    
   3.48298502     ,   4.59937096     ,   3.01405644     ,   16.2118073    
   3.46477365     ,   4.61552191     ,   3.01068807     ,   16.2363796    
   3.44657969     ,   4.63172483     ,   3.00737906     ,   16.2609673    
   3.42840385     ,   4.64798021     ,   3.00413442     ,   16.2855644    
   3.41024446     ,   4.66428852     ,   3.00095701     ,   16.3101788    
   3.39210057     ,   4.68065119     ,   2.99785089     ,   16.3348083    
   3.37397075     ,   4.69706774     ,   2.99481916     ,   16.3594532    
   3.35585594     ,   4.71353960     ,   2.99186635     ,   16.3841133    
   3.33775401     ,   4.73006725     ,   2.98899603     ,   16.4087944    
   3.31966400     ,   4.74665165     ,   2.98621130     ,   16.4334927    
   3.30158567     ,   4.76329279     ,   2.98351717     ,   16.4582119    
   3.28351831     ,   4.77999210     ,   2.98091578     ,   16.4829521    
   3.26546025     ,   4.79675007     ,   2.97841263     ,   16.5077152    
   3.24741125     ,   4.81356764     ,   2.97600985     ,   16.5325012    
   3.22937059     ,   4.83044529     ,   2.97371173     ,   16.5573120    
   3.21133733     ,   4.84738350     ,   2.97152257     ,   16.5821495    
   3.19331026     ,   4.86438274     ,   2.96944499     ,   16.6070137    
   3.17529130     ,   4.88144398     ,   2.96747851     ,   16.6319065    
   3.15728140     ,   4.89856720     ,   2.96561956     ,   16.6568260    
   3.13928366     ,   4.91575146     ,   2.96386576     ,   16.6817741    
   3.12129974     ,   4.93299866     ,   2.96221232     ,   16.7067451    
   3.10333157     ,   4.95030737     ,   2.96065664     ,   16.7317429    
   3.08538103     ,   4.96767855     ,   2.95919561     ,   16.7567635    
   3.06745100     ,   4.98511219     ,   2.95782471     ,   16.7818108    
   3.04954290     ,   5.00260735     ,   2.95654154     ,   16.8068790    
   3.03165889     ,   5.02016544     ,   2.95534182     ,   16.8319702    
   3.01380110     ,   5.03778601     ,   2.95422292     ,   16.8570824    
   2.99597192     ,   5.05546904     ,   2.95318079     ,   16.8822155    
   2.97817278     ,   5.07321501     ,   2.95221257     ,   16.9073677    
   2.96040630     ,   5.09102345     ,   2.95131445     ,   16.9325390    
   2.94267440     ,   5.10889530     ,   2.95048285     ,   16.9577293    
   2.92497897     ,   5.12683010     ,   2.94971514     ,   16.9829350    
   2.90732241     ,   5.14482737     ,   2.94900703     ,   17.0081577    
   2.88970661     ,   5.16288853     ,   2.94835591     ,   17.0333958    
   2.87213373     ,   5.18101215     ,   2.94775724     ,   17.0586472    
   2.85460591     ,   5.19919968     ,   2.94720912     ,   17.0839119    
   2.83712482     ,   5.21745062     ,   2.94670630     ,   17.1091900    
   2.81969285     ,   5.23576450     ,   2.94624710     ,   17.1344795    
   2.80231214     ,   5.25414276     ,   2.94582748     ,   17.1597786    
   2.78498459     ,   5.27258444     ,   2.94544363     ,   17.1850853    
   2.76771235     ,   5.29109001     ,   2.94509244     ,   17.2104015    
   2.75049758     ,   5.30965948     ,   2.94477034     ,   17.2357254    
   2.73334241     ,   5.32829285     ,   2.94447398     ,   17.2610550    
   2.71624875     ,   5.34699011     ,   2.94420004     ,   17.2863903    
   2.69921851     ,   5.36575222     ,   2.94394565     ,   17.3117313    
   2.68225408     ,   5.38457775     ,   2.94370651     ,   17.3370743    
   2.66535735     ,   5.40346813     ,   2.94347906     ,   17.3624191    
   2.64853072     ,   5.42242336     ,   2.94326091     ,   17.3877659    
   2.63177586     ,   5.44144249     ,   2.94304729     ,   17.4131126    
   2.61509490     ,   5.46052647     ,   2.94283628     ,   17.4384613    
   2.59849024     ,   5.47967482     ,   2.94262362     ,   17.4638081    
   2.58196378     ,   5.49888849     ,   2.94240570     ,   17.4891529    
   2.56551695     ,   5.51816702     ,   2.94217992     ,   17.5144939    
   2.54915309     ,   5.53751040     ,   2.94194174     ,   17.5398312    
   2.53287363     ,   5.55691910     ,   2.94168854     ,   17.5651665    
   2.51668024     ,   5.57639217     ,   2.94141698     ,   17.5904942    
   2.50057554     ,   5.59593153     ,   2.94112325     ,   17.6158161    
   2.48456144     ,   5.61553621     ,   2.94080400     ,   17.6411324    
   2.46864009     ,   5.63520575     ,   2.94045568     ,   17.6664391    
   2.45281363     ,   5.65494108     ,   2.94007540     ,   17.6917400    
   2.43708372     ,   5.67474222     ,   2.93965912     ,   17.7170315    
   2.42145300     ,   5.69460917     ,   2.93920374     ,   17.7423134    
   2.40592337     ,   5.71454144     ,   2.93870616     ,   17.7675877    
   2.39049673     ,   5.73453999     ,   2.93816233     ,   17.7928505    
   2.37517500     ,   5.75460482     ,   2.93756914     ,   17.8181038    
   2.35996056     ,   5.77473545     ,   2.93692327     ,   17.8433437    
   2.34485555     ,   5.79493237     ,   2.93622088     ,   17.8685741    
   2.32986188     ,   5.81519556     ,   2.93545914     ,   17.8937931    
   2.31498194     ,   5.83552504     ,   2.93463445     ,   17.9190006    
   2.30021715     ,   5.85592127     ,   2.93374324     ,   17.9441948    
   2.28557014     ,   5.87638378     ,   2.93278193     ,   17.9693794    
   2.27104259     ,   5.89691305     ,   2.93174744     ,   17.9945488    
   2.25663710     ,   5.91750956     ,   2.93063593     ,   18.0197086    
   2.24235535     ,   5.93817234     ,   2.92944479     ,   18.0448551    
   2.22819972     ,   5.95890188     ,   2.92816997     ,   18.0699883    
   2.21417165     ,   5.97969913     ,   2.92680812     ,   18.0951118    
   2.20027399     ,   6.00056267     ,   2.92535543     ,   18.1202240    
   2.18650818     ,   6.02149391     ,   2.92380977     ,   18.1453228    
   2.17287683     ,   6.04249287     ,   2.92216635     ,   18.1704121    
   2.15938187     ,   6.06355810     ,   2.92042232     ,   18.1954899    
   2.14602518     ,   6.08469152     ,   2.91857457     ,   18.2205582    
   2.13280869     ,   6.10589314     ,   2.91661906     ,   18.2456169    
   2.11973500     ,   6.12716150     ,   2.91455269     ,   18.2706680    
   2.10680580     ,   6.14849758     ,   2.91237187     ,   18.2957115    
   2.09402323     ,   6.16990185     ,   2.91007376     ,   18.3207474    
   2.08138967     ,   6.19137430     ,   2.90765381     ,   18.3457775    
   2.06890678     ,   6.21291447     ,   2.90511012     ,   18.3708038    
   2.05657649     ,   6.23452282     ,   2.90243793     ,   18.3958244    
   2.04440188     ,   6.25619984     ,   2.89963460     ,   18.4208450    
   2.03238368     ,   6.27794504     ,   2.89669609     ,   18.4458637    
   2.02052498     ,   6.29975796     ,   2.89361954     ,   18.4708824    
   2.00882530     ,   6.32163858     ,   2.89040303     ,   18.4959011    
   1.99728358     ,   6.34358215     ,   2.88704562     ,   18.5209217    
   1.98589826     ,   6.36558723     ,   2.88354683     ,   18.5459423    
   1.97466731     ,   6.38764954     ,   2.87990642     ,   18.5709648    
   1.96358991     ,   6.40976715     ,   2.87612391     ,   18.5959892    
   1.95266342     ,   6.43193579     ,   2.87219763     ,   18.6210136    
   1.94188762     ,   6.45415354     ,   2.86812854     ,   18.6460400    
   1.93125987     ,   6.47641611     ,   2.86391521     ,   18.6710663    
   1.92077899     ,   6.49872112     ,   2.85955739     ,   18.6960945    
   1.91044307     ,   6.52106619     ,   2.85505438     ,   18.7211208    
   1.90025139     ,   6.54344797     ,   2.85040593     ,   18.7461510    
   1.89020157     ,   6.56586218     ,   2.84561110     ,   18.7711773    
   1.88029253     ,   6.58830643     ,   2.84066963     ,   18.7962055    
   1.87052226     ,   6.61077785     ,   2.83558035     ,   18.8212318    
   1.86088979     ,   6.63327408     ,   2.83034396     ,   18.8462563    
   1.85139275     ,   6.65579081     ,   2.82495928     ,   18.8712807    
   1.84203029     ,   6.67832565     ,   2.81942511     ,   18.8963032    
   1.83280027     ,   6.70087528     ,   2.81374168     ,   18.9213219    
   1.82370186     ,   6.72343588     ,   2.80790830     ,   18.9463387    
   1.81473279     ,   6.74600697     ,   2.80192447     ,   18.9713535    
   1.80589175     ,   6.76858234     ,   2.79578924     ,   18.9963627    
   1.79717708     ,   6.79116058     ,   2.78950262     ,   19.0213661    
   1.78858757     ,   6.81373882     ,   2.78306389     ,   19.0463676    
   1.78012121     ,   6.83631372     ,   2.77647257     ,   19.0713615    
   1.77177656     ,   6.85888147     ,   2.76972771     ,   19.0963516    
   1.76355207     ,   6.88144016     ,   2.76282930     ,   19.1213341    
   1.75544667     ,   6.90398550     ,   2.75577617     ,   19.1463089    
   1.74745786     ,   6.92651510     ,   2.74856830     ,   19.1712761    
   1.73958433     ,   6.94902658     ,   2.74120522     ,   19.1962337    
   1.73182523     ,   6.97151661     ,   2.73368597     ,   19.2211857    
   1.72417831     ,   6.99398041     ,   2.72601008     ,   19.2461262    
   1.71664202     ,   7.01641703     ,   2.71817732     ,   19.2710571    
   1.70921516     ,   7.03882313     ,   2.71018672     ,   19.2959785    
   1.70189595     ,   7.06119394     ,   2.70203829     ,   19.3208866    
   1.69468236     ,   7.08352804     ,   2.69373083     ,   19.3457832    
   1.68757367     ,   7.10582209     ,   2.68526459     ,   19.3706684    
   1.68056798     ,   7.12807226     ,   2.67663813     ,   19.3955402    
   1.67366338     ,   7.15027714     ,   2.66785169     ,   19.4203987    
   1.66685903     ,   7.17243195     ,   2.65890431     ,   19.4452400    
   1.66015244     ,   7.19453430     ,   2.64979506     ,   19.4700699    
   1.65354276     ,   7.21658087     ,   2.64052439     ,   19.4948845    
   1.64702797     ,   7.23856974     ,   2.63109088     ,   19.5196819    
   1.64060712     ,   7.26049662     ,   2.62149477     ,   19.5444641    
   1.63427770     ,   7.28235769     ,   2.61173439     ,   19.5692272    
   1.62803912     ,   7.30415201     ,   2.60181046     ,   19.5939751    
   1.62188911     ,   7.32587576     ,   2.59172130     ,   19.6187038    
   1.61582637     ,   7.34752512     ,   2.58146739     ,   19.6434135    
   1.60984957     ,   7.36909771     ,   2.57104754     ,   19.6681061    
   1.60395658     ,   7.39058971     ,   2.56046152     ,   19.6927776    
   1.59814644     ,   7.41199970     ,   2.54970860     ,   19.7174301    
   1.59241712     ,   7.43332195     ,   2.53878832     ,   19.7420616    
   1.58676720     ,   7.45455647     ,   2.52769971     ,   19.7666740    
   1.58119547     ,   7.47569799     ,   2.51644278     ,   19.7912655    
   1.57569957     ,   7.49674463     ,   2.50501704     ,   19.8158360    
   1.57027853     ,   7.51769257     ,   2.49342203     ,   19.8403835    
