t,x,y,z
0.00400,11.20000,5.70000,8.70000
0.00600,11.20000,5.70000,8.69960
0.00800,11.20000,5.70000,8.69910
0.01000,11.20000,5.70000,8.69840
0.01200,11.20000,5.70000,8.69740
0.01400,11.20000,5.69990,8.69630
0.01600,11.20000,5.69990,8.69490
0.01800,11.20000,5.69990,8.69330
0.02000,11.20000,5.69990,8.69150
0.02200,11.20000,5.69980,8.68960
0.02400,11.20000,5.69980,8.68740
0.02600,11.20000,5.69970,8.68500
0.02800,11.20000,5.69970,8.68240
0.03000,11.20000,5.69960,8.67970
0.03200,11.19900,5.69960,8.67670
0.03400,11.19900,5.69950,8.67360
0.03600,11.19900,5.69940,8.67030
0.03800,11.19900,5.69930,8.66690
0.04000,11.19900,5.69930,8.66320
0.04200,11.19900,5.69920,8.65940
0.04400,11.19900,5.69910,8.65530
0.04600,11.19900,5.69900,8.65110
0.04800,11.19900,5.69890,8.64680
0.05000,11.19900,5.69880,8.64230
0.05200,11.19900,5.69870,8.63760
0.05400,11.19900,5.69870,8.63270
0.05600,11.19800,5.69860,8.62760
0.05800,11.19800,5.69850,8.62240
0.06000,11.19800,5.69840,8.61710
0.06200,11.19800,5.69830,8.61150
0.06400,11.19800,5.69820,8.60580
0.06600,11.19800,5.69800,8.60000
0.06800,11.19800,5.69790,8.59400
0.07000,11.19800,5.69780,8.58780
0.07200,11.19800,5.69770,8.58150
0.07400,11.19700,5.69760,8.57500
0.07600,11.19700,5.69750,8.56830
0.07800,11.19700,5.69740,8.56160
0.08000,11.19700,5.69720,8.55460
0.08200,11.19700,5.69710,8.54760
0.08400,11.19700,5.69700,8.54030
0.08600,11.19700,5.69690,8.53290
0.08800,11.19700,5.69680,8.52530
0.09000,11.19600,5.69670,8.51760
0.09200,11.19600,5.69650,8.50970
0.09400,11.19600,5.69640,8.50170
0.09600,11.19600,5.69630,8.49360
0.09800,11.19600,5.69620,8.48530
0.10000,11.19600,5.69600,8.47680
0.10200,11.19600,5.69590,8.46820
0.10400,11.19600,5.69580,8.45950
0.10600,11.19500,5.69560,8.45070
0.10800,11.19500,5.69550,8.44170
0.11000,11.19500,5.69530,8.43260
0.11200,11.19500,5.69520,8.42340
0.11400,11.19500,5.69510,8.41400
0.11600,11.19500,5.69490,8.40450
0.11800,11.19500,5.69480,8.39490
0.12000,11.19400,5.69460,8.38520
0.12200,11.19400,5.69450,8.37530
0.12400,11.19400,5.69430,8.36530
0.12600,11.19400,5.69420,8.35520
0.12800,11.19400,5.69400,8.34500
0.13000,11.19400,5.69390,8.33470
0.13200,11.19300,5.69370,8.32420
0.13400,11.19300,5.69350,8.31370
0.13600,11.19300,5.69340,8.30300
0.13800,11.19300,5.69320,8.29230
0.14000,11.19300,5.69300,8.28130
0.14200,11.19300,5.69290,8.27040
0.14400,11.19200,5.69270,8.25920
0.14600,11.19200,5.69260,8.24800
0.14800,11.19200,5.69240,8.23670
0.15000,11.19200,5.69220,8.22530
0.15200,11.19200,5.69200,8.21380
0.15400,11.19200,5.69180,8.20210
0.15600,11.19100,5.69170,8.19050
0.15800,11.19100,5.69150,8.17860
0.16000,11.19100,5.69130,8.16680
0.16200,11.19100,5.69110,8.15470
