t,x,y,z
0.00800,11.20000,5.70000,9.30000
0.01200,11.20000,5.70000,9.29860
0.01600,11.20000,5.70000,9.29680
0.02000,11.20000,5.70000,9.29440
0.02400,11.20000,5.70010,9.29150
0.02800,11.20000,5.70020,9.28790
0.03200,11.20000,5.70030,9.28400
0.03600,11.20000,5.70040,9.27960
0.04000,11.20000,5.70050,9.27470
0.04400,11.20100,5.70060,9.26950
0.04800,11.20100,5.70070,9.26390
0.05200,11.20100,5.70080,9.25800
0.05600,11.20100,5.70100,9.25160
0.06000,11.20100,5.70110,9.24510
0.06400,11.20100,5.70130,9.23820
0.06800,11.20100,5.70150,9.23090
0.07200,11.20200,5.70170,9.22340
0.07600,11.20200,5.70190,9.21560
0.08000,11.20200,5.70210,9.20740
0.08400,11.20200,5.70230,9.19900
0.08800,11.20200,5.70250,9.19040
0.09200,11.20300,5.70270,9.18150
0.09600,11.20300,5.70300,9.17240
0.10000,11.20300,5.70320,9.16290
0.10400,11.20300,5.70340,9.15330
0.10800,11.20300,5.70370,9.14340
0.11200,11.20400,5.70390,9.13320
0.11600,11.20400,5.70420,9.12290
0.12000,11.20400,5.70440,9.11230
0.12400,11.20400,5.70460,9.10150
0.12800,11.20500,5.70490,9.09050
0.13200,11.20500,5.70510,9.07930
0.13600,11.20500,5.70530,9.06780
0.14000,11.20500,5.70550,9.05620
0.14400,11.20500,5.70580,9.04440
0.14800,11.20600,5.70600,9.03230
0.15200,11.20600,5.70610,9.02010
0.15600,11.20600,5.70630,9.00770
0.16000,11.20600,5.70650,8.99510
0.16400,11.20600,5.70670,8.98230
0.16800,11.20600,5.70690,8.96930
0.17200,11.20700,5.70700,8.95610
0.17600,11.20700,5.70720,8.94280
0.18000,11.20700,5.70730,8.92920
0.18400,11.20700,5.70740,8.91550
0.18800,11.20700,5.70750,8.90150
0.19200,11.20700,5.70760,8.88740
0.19600,11.20700,5.70760,8.87320
0.20000,11.20700,5.70770,8.85880
0.20400,11.20700,5.70770,8.84410
0.20800,11.20700,5.70770,8.82940
0.21200,11.20700,5.70770,8.81450
0.21600,11.20700,5.70770,8.79940
0.22000,11.20700,5.70770,8.78420
0.22400,11.20700,5.70760,8.76880
0.22800,11.20700,5.70760,8.75330
0.23200,11.20700,5.70750,8.73750
0.23600,11.20600,5.70740,8.72170
0.24000,11.20600,5.70730,8.70570
0.24400,11.20600,5.70720,8.68960
0.24800,11.20600,5.70700,8.67330
0.25200,11.20600,5.70680,8.65690
