t,x,y,z
0.00800,11.20000,6.30000,8.70000
0.01200,11.20000,6.30000,8.69860
0.01600,11.20000,6.30010,8.69680
0.02000,11.20000,6.30010,8.69430
0.02400,11.20000,6.30030,8.69130
0.02800,11.20000,6.30040,8.68770
0.03200,11.20000,6.30060,8.68370
0.03600,11.19900,6.30070,8.67910
0.04000,11.19900,6.30090,8.67420
0.04400,11.19900,6.30110,8.66890
0.04800,11.19900,6.30130,8.66320
0.05200,11.19900,6.30150,8.65710
0.05600,11.19900,6.30170,8.65060
0.06000,11.19800,6.30200,8.64390
0.06400,11.19800,6.30230,8.63680
0.06800,11.19800,6.30260,8.62940
0.07200,11.19800,6.30290,8.62170
0.07600,11.19700,6.30320,8.61370
0.08000,11.19700,6.30350,8.60540
0.08400,11.19700,6.30390,8.59680
0.08800,11.19600,6.30430,8.58790
0.09200,11.19600,6.30470,8.57870
0.09600,11.19600,6.30510,8.56920
0.10000,11.19500,6.30550,8.55960
0.10400,11.19500,6.30600,8.54960
0.10800,11.19400,6.30650,8.53950
0.11200,11.19400,6.30700,8.52900
0.11600,11.19400,6.30750,8.51840
0.12000,11.19300,6.30810,8.50750
0.12400,11.19200,6.30860,8.49640
0.12800,11.19200,6.30920,8.48510
0.13200,11.19100,6.30980,8.47350
0.13600,11.19100,6.31050,8.46180
0.14000,11.19000,6.31120,8.44990
0.14400,11.18900,6.31180,8.43780
0.14800,11.18900,6.31260,8.42550
0.15200,11.18800,6.31330,8.41300
0.15600,11.18700,6.31410,8.40030
0.16000,11.18700,6.31490,8.38740
0.16400,11.18600,6.31570,8.37430
0.16800,11.18500,6.31650,8.36100
0.17200,11.18400,6.31740,8.34760
0.17600,11.18300,6.31830,8.33400
0.18000,11.18300,6.31920,8.32030
0.18400,11.18200,6.32020,8.30650
0.18800,11.18100,6.32120,8.29250
0.19200,11.18000,6.32210,8.27830
0.19600,11.17900,6.32320,8.26420
0.20000,11.17800,6.32430,8.24970
0.20400,11.17700,6.32540,8.23510
0.20800,11.17600,6.32650,8.22050
0.21200,11.17400,6.32770,8.20570
0.21600,11.17300,6.32880,8.19070
0.22000,11.17200,6.33010,8.17570
0.22400,11.17100,6.33130,8.16070
0.22800,11.17000,6.33260,8.14540
0.23200,11.16800,6.33390,8.13020
0.23600,11.16700,6.33530,8.11470
0.24000,11.16600,6.33660,8.09920
0.24400,11.16400,6.33800,8.08360
0.24800,11.16300,6.33950,8.06790
0.25200,11.16200,6.34090,8.05220
0.25600,11.16000,6.34240,8.03640
0.26000,11.15900,6.34400,8.02060
0.26400,11.15700,6.34550,8.00480
0.26800,11.15600,6.34710,7.98890
0.27200,11.15400,6.34870,7.97290
0.27600,11.15300,6.35030,7.95690
0.28000,11.15100,6.35200,7.94100
0.28400,11.14900,6.35370,7.92490
0.28800,11.14800,6.35540,7.90880
0.29200,11.14600,6.35720,7.89250
0.29600,11.14400,6.35890,7.87620
0.30000,11.14200,6.36080,7.85980
0.30400,11.14100,6.36260,7.84330
0.30800,11.13900,6.36450,7.82670
0.31200,11.13700,6.36640,7.81000
0.31600,11.13500,6.36830,7.79320
0.32000,11.13300,6.37030,7.77630
0.32400,11.13100,6.37230,7.75930
0.32800,11.12900,6.37430,7.74220
0.33200,11.12700,6.37640,7.72500
0.33600,11.12500,6.37850,7.70780
0.34000,11.12300,6.38060,7.69040
0.34400,11.12100,6.38280,7.67310
0.34800,11.11900,6.38490,7.65560
0.35200,11.11700,6.38720,7.63800
0.35600,11.11500,6.38940,7.62040
0.36000,11.11200,6.39170,7.60270
0.36400,11.11000,6.39400,7.58510
0.36800,11.10800,6.39630,7.56740
0.37200,11.10600,6.39870,7.54970
0.37600,11.10300,6.40100,7.53200
0.38000,11.10100,6.40340,7.51420
0.38400,11.09900,6.40590,7.49640
0.38800,11.09600,6.40830,7.47850
0.39200,11.09400,6.41080,7.46050
0.39600,11.09100,6.41340,7.44240
0.40000,11.08900,6.41590,7.42410
0.40400,11.08600,6.41850,7.40560
0.40800,11.08400,6.42120,7.38700
0.41200,11.08100,6.42390,7.36830
0.41600,11.07800,6.42660,7.34950
0.42000,11.07500,6.42930,7.33040
0.42400,11.07300,6.43210,7.31150
0.42800,11.07000,6.43490,7.29220
0.43200,11.06700,6.43780,7.27300
0.43600,11.06400,6.44070,7.25360
0.44000,11.06100,6.44360,7.23430
0.44400,11.05800,6.44660,7.21490
0.44800,11.05500,6.44960,7.19550
0.45200,11.05200,6.45260,7.17630
0.45600,11.04900,6.45560,7.15670
0.46000,11.04600,6.45870,7.13740
0.46400,11.04300,6.46180,7.11790
0.46800,11.04000,6.46490,7.09830
0.47200,11.03600,6.46800,7.07860
0.47600,11.03300,6.47120,7.05890
0.48000,11.03000,6.47440,7.03910
0.48400,11.02700,6.47750,7.01930
0.48800,11.02300,6.48070,6.99940
0.49200,11.02000,6.48400,6.97950
0.49600,11.01700,6.48720,6.95960
0.50000,11.01300,6.49040,6.93970
0.50400,11.01000,6.49370,6.91990
0.50800,11.00600,6.49700,6.90020
0.51200,11.00300,6.50020,6.88070
0.51600,10.99900,6.50350,6.86120
0.52000,10.99600,6.50680,6.84170
0.52400,10.99200,6.51010,6.82240
0.52800,10.98900,6.51340,6.80290
0.53200,10.98500,6.51680,6.78350
0.53600,10.98100,6.52010,6.76410
0.54000,10.97800,6.52340,6.74460
0.54400,10.97400,6.52670,6.72510
0.54800,10.97000,6.53010,6.70580
0.55200,10.96600,6.53340,6.68640
0.55600,10.96200,6.53670,6.66720
